"","site_number","study_block","study_sample","study_number","reference","lat","lon","country","biome","land_use","land_use_specific","land_use_intensity","LUI","richness","amazon"
"157","1638_6","1638_2","1638_1",1638,"Rezende2013",-20.33375278,-41.22955556,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",3,0
"158","1651_1","1651_1","1652_1",1652,"NaranjoDiaz2014",6.283333333,-76.75,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","managed","rice cultivation","intense","managed-substantial",2,0
"159","1651_1","1651_1","1652_10",1652,"NaranjoDiaz2014",6.283333333,-76.75,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","managed","rice cultivation","intense","managed-substantial",1,0
"160","1651_1","1651_1","1652_5",1652,"NaranjoDiaz2014",6.283333333,-76.75,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","managed","rice cultivation","intense","managed-substantial",2,0
"161","1651_1","1651_1","1652_8",1652,"NaranjoDiaz2014",6.283333333,-76.75,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","managed","rice cultivation","intense","managed-substantial",3,0
"162","1651_2","1651_2","1652_1",1652,"NaranjoDiaz2014",3.816666667,-76.98333333,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","deforestation and pisciculture","intense","secondary vegetation-substantial",2,0
"163","1651_2","1651_2","1652_3",1652,"NaranjoDiaz2014",3.816666667,-76.98333333,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","deforestation and pisciculture","intense","secondary vegetation-substantial",2,0
"164","1651_2","1651_2","1652_4",1652,"NaranjoDiaz2014",3.816666667,-76.98333333,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","deforestation and pisciculture","intense","secondary vegetation-substantial",2,0
"165","1651_2","1651_2","1652_7",1652,"NaranjoDiaz2014",3.816666667,-76.98333333,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","deforestation and pisciculture","intense","secondary vegetation-substantial",1,0
"166","1651_3","1651_3","1652_2",1652,"NaranjoDiaz2014",1.766666667,-78.78333333,"Colombia","Mangroves","urban","periurban","intense","urban-substantial",2,0
