"","site_number","study_block","study_sample","study_number","reference","lat","lon","country","biome","land_use","land_use_specific","land_use_intensity","LUI","richness","amazon"
"167","1651_4","1651_3","1652_4",1652,"NaranjoDiaz2014",1.616666667,-78.73333333,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","managed","palm oil agriculture","intense","managed-substantial",2,0
"168","1651_4","1651_3","1652_6",1652,"NaranjoDiaz2014",1.616666667,-78.73333333,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","managed","palm oil agriculture","intense","managed-substantial",2,0
"169","1651_4","1651_3","1652_9",1652,"NaranjoDiaz2014",1.616666667,-78.73333333,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","managed","palm oil agriculture","intense","managed-substantial",2,0
"170","169_1","169_1","169_1",169,"Roberts1984",-18.211048,-58.167286,"Bolivia","Tropical & Subtropical Dry Broadleaf Forests","primary vegetation","small village","light","primary vegetation-substantial",3,0
"171","169_2","169_2","169_1",169,"Roberts1984",-18.211048,-58.167286,"Bolivia","Tropical & Subtropical Dry Broadleaf Forests","primary vegetation","gallery forest","minimal","primary vegetation-minimal",4,0
"172","1699_1","1699_1","1699_1",1699,"Soares2003",-9.085703,-63.904873,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","lumber farm","intense","managed-substantial",5,1
"173","1699_2","1699_2","1699_2",1699,"Soares2003",-9.085703,-63.904873,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","tropical rainforest","minimal","primary vegetation-minimal",10,1
"174","1716_1","1716_1","1716_1",1716,"dasVirgens2018",-19.46694444,-40.07166667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","atlantic forest","minimal","primary vegetation-minimal",2,0
"175","1716_2","1716_1","1716_1",1716,"dasVirgens2018",-19.46694444,-40.07166667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","cocoa plantation","intense","managed-substantial",3,0
"176","1734_1","1734_1","1734_1",1734,"Moreno2007",7.483333333,-61.01666667,"Venezuela","Tropical & Subtropical Moist Broadleaf Forests","urban","peri-urban","light","urban-substantial",2,1
"177","1734_2","1734_2","1734_1",1734,"Moreno2007",6.35,-61.53333333,"Venezuela","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","gold mining camp","intense","secondary vegetation-substantial",4,1
"178","1734_3","1734_3","1734_1",1734,"Moreno2007",6.7,-61.08333333,"Venezuela","Tropical & Subtropical Moist Broadleaf Forests","urban","peri-urban","light","urban-substantial",6,1
"179","1734_4","1734_4","1734_1",1734,"Moreno2007",6.766666667,-61.08333333,"Venezuela","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","gold mining camp","intense","secondary vegetation-substantial",5,1
"180","1734_5","1734_5","1734_1",1734,"Moreno2007",6.2,-61.35,"Venezuela","Tropical & Subtropical Moist Broadleaf Forests","urban","peri-urban","light","urban-substantial",2,1
"181","1739_1","1739_1","1739_1",1739,"Mueller2012",-25.38777778,-49.98277778,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","atlantic forest","minimal","primary vegetation-minimal",1,0
"182","1739_2","1739_1","1739_1",1739,"Mueller2012",-25.38777778,-49.98277778,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","peridomicile","light","primary vegetation-substantial",1,0
"183","1762_1","1762_1","1762_1",1762,"Abella2018",19.45416667,-97.00777778,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","montane cloud forest","minimal","primary vegetation-minimal",1,0
"184","1762_1","1762_1","1762_2",1762,"Abella2018",19.45416667,-97.00777778,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","montane cloud forest","minimal","primary vegetation-minimal",1,0
"185","1762_4","1762_1","1762_3",1762,"Abella2018",19.45416667,-96.99111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","managed","coffee plantation","intense","managed-substantial",1,0
"186","1762_5","1762_2","1762_1",1762,"Abella2018",19.52083333,-96.99111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","managed","cattle field","intense","managed-substantial",1,0
"187","1810_1","1810_1","1810_2",1810,"Dantur2005",-23.237439,-64.268989,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Forest","minimal","primary vegetation-minimal",5,0
"188","1810_2","1810_1","1810_2",1810,"Dantur2005",-23.237439,-64.268989,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","managed","Forest edge","intense","managed-substantial",5,0
"189","1810_3","1810_1","1810_1",1810,"Dantur2005",-23.237439,-64.268989,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","urban","Peridomiciliary area","light","urban-substantial",4,0
"190","1810_3","1810_1","1810_2",1810,"Dantur2005",-23.237439,-64.268989,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","urban","Peridomiciliary area","light","urban-substantial",4,0
"191","1813_1","1813_1","1813_2",1813,"Nagm2007",2.792777778,-60.71777778,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","light","primary vegetation-substantial",1,1
"192","1813_1","1813_1","1813_5",1813,"Nagm2007",2.792777778,-60.71777778,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","light","primary vegetation-substantial",2,1
"193","1813_10","1813_5","1813_2",1813,"Nagm2007",3.242777778,-60.68444444,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",4,1
"194","1813_10","1813_5","1813_5",1813,"Nagm2007",3.242777778,-60.68444444,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",4,1
"195","1813_2","1813_1","1813_2",1813,"Nagm2007",2.709444444,-60.83444444,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",1,1
"196","1813_2","1813_1","1813_5",1813,"Nagm2007",2.909444444,-60.41777778,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",1,1
"197","1813_2","1813_1","1813_5",1813,"Nagm2007",2.709444444,-60.83444444,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",1,1
"198","1813_3","1813_3","1813_2",1813,"Nagm2007",2.909444444,-60.41777778,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",4,1
"199","1813_4","1813_1","1813_2",1813,"Nagm2007",2.792777778,-60.60111111,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","light","primary vegetation-substantial",3,1
"200","1813_4","1813_1","1813_5",1813,"Nagm2007",2.792777778,-60.60111111,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","light","primary vegetation-substantial",1,1
"201","1813_5","1813_1","1813_2",1813,"Nagm2007",2.926111111,-60.73444444,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","light","primary vegetation-substantial",1,1
"202","1813_5","1813_1","1813_5",1813,"Nagm2007",2.926111111,-60.73444444,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","light","primary vegetation-substantial",2,1
"203","1813_5","1813_1","1813_6",1813,"Nagm2007",2.926111111,-60.73444444,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","light","primary vegetation-substantial",1,1
"204","1813_6","1813_2","1813_2",1813,"Nagm2007",3.042777778,-60.85111111,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",1,1
"205","1813_6","1813_2","1813_5",1813,"Nagm2007",3.042777778,-60.85111111,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",2,1
"206","1813_7","1813_4","1813_1",1813,"Nagm2007",3.059444444,-61.30111111,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","managed","cropland","intense","managed-substantial",1,1
"207","1813_7","1813_4","1813_2",1813,"Nagm2007",3.059444444,-61.30111111,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","managed","cropland","intense","managed-substantial",4,1
"208","1813_7","1813_4","1813_5",1813,"Nagm2007",3.059444444,-61.30111111,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","managed","cropland","intense","managed-substantial",5,1
"209","1813_8","1813_4","1813_2",1813,"Nagm2007",2.942777778,-61.36777778,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","managed","pasture","intense","managed-substantial",3,1
"210","1813_8","1813_4","1813_5",1813,"Nagm2007",2.942777778,-61.36777778,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","managed","pasture","intense","managed-substantial",5,1
"211","1813_9","1813_5","1813_2",1813,"Nagm2007",3.192777778,-60.58444444,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",3,1
"212","1813_9","1813_5","1813_5",1813,"Nagm2007",3.192777778,-60.58444444,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",2,1
"213","1814_1","1814_1","1814_2",1814,"Abella2015",19.45416667,-97.00777778,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","cloud forest","minimal","primary vegetation-minimal",1,0
"214","1814_4","1814_4","1814_1",1814,"Abella2015",19.45416667,-96.99111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","managed","coffee plantation","intense","managed-substantial",1,0
"215","232_1","232_1","232_1",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",3,0
"216","232_1","232_1","232_10",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",4,0
"217","232_1","232_1","232_11",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",3,0
"218","232_1","232_1","232_12",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",1,0
"219","232_1","232_1","232_13",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",1,0
"220","232_1","232_1","232_14",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",1,0
"221","232_1","232_1","232_15",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",1,0
"222","232_1","232_1","232_16",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",3,0
"223","232_1","232_1","232_17",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",2,0
"224","232_1","232_1","232_18",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",4,0
"225","232_1","232_1","232_19",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",3,0
"226","232_1","232_1","232_2",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",2,0
"227","232_1","232_1","232_20",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",2,0
"228","232_1","232_1","232_21",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",5,0
"229","232_1","232_1","232_22",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",4,0
"230","232_1","232_1","232_23",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",4,0
"231","232_1","232_1","232_24",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",4,0
"232","232_1","232_1","232_25",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",4,0
"233","232_1","232_1","232_26",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",4,0
"234","232_1","232_1","232_27",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",4,0
"235","232_1","232_1","232_28",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",2,0
"236","232_1","232_1","232_29",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",4,0
"237","232_1","232_1","232_3",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",6,0
"238","232_1","232_1","232_30",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",2,0
"239","232_1","232_1","232_31",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",3,0
"240","232_1","232_1","232_33",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",3,0
"241","232_1","232_1","232_4",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",1,0
"242","232_1","232_1","232_5",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",1,0
"243","232_1","232_1","232_6",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",1,0
"244","232_1","232_1","232_7",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",1,0
"245","232_1","232_1","232_8",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",3,0
"246","232_1","232_1","232_9",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",4,0
"247","232_2","232_2","232_1",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",2,0
"248","232_2","232_2","232_10",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",2,0
"249","232_2","232_2","232_11",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",1,0
"250","232_2","232_2","232_16",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",3,0
"251","232_2","232_2","232_17",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",5,0
"252","232_2","232_2","232_18",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",4,0
"253","232_2","232_2","232_19",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",4,0
"254","232_2","232_2","232_2",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",4,0
"255","232_2","232_2","232_20",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",2,0
"256","232_2","232_2","232_21",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",2,0
"257","232_2","232_2","232_22",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",1,0
"258","232_2","232_2","232_23",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",1,0
"259","232_2","232_2","232_25",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",2,0
"260","232_2","232_2","232_26",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",2,0
"261","232_2","232_2","232_27",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",4,0
"262","232_2","232_2","232_28",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",4,0
"263","232_2","232_2","232_29",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",3,0
"264","232_2","232_2","232_3",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",5,0
"265","232_2","232_2","232_30",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",2,0
"266","232_2","232_2","232_31",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",3,0
"267","232_2","232_2","232_32",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",1,0
"268","232_2","232_2","232_33",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",3,0
"269","232_2","232_2","232_8",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",3,0
"270","232_2","232_2","232_9",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",2,0
"271","234_1","234_1","234_1",234,"Guimaraes1989",-22.76666667,-43.68333333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","light","primary vegetation-substantial",1,0
"272","234_1","234_1","234_2",234,"Guimaraes1989",-22.76666667,-43.68333333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","light","primary vegetation-substantial",1,0
"273","234_2","234_1","234_1",234,"Guimaraes1989",-22.76666667,-43.68333333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","light","primary vegetation-substantial",1,0
"274","234_2","234_1","234_2",234,"Guimaraes1989",-22.76666667,-43.68333333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","light","primary vegetation-substantial",1,0
"275","234_3","234_1","234_2",234,"Guimaraes1989",-22.76666667,-43.68333333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",3,0
"276","26_117","26_3","26_68",26,"Hendy2020",-3.09026,-59.96397,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",2,1
"277","26_125","26_1","26_8",26,"Hendy2020",-3.10281,-60.04209,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"278","286_1","286_1","286_1",286,"Medeiros2019",-23.88393333,-46.74141667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","small village","light","managed-substantial",2,0
"279","286_2","286_2","286_2",286,"Medeiros2019",-23.90658333,-46.7081,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","small village","light","primary vegetation-substantial",3,0
"280","286_3","286_2","286_2",286,"Medeiros2019",-23.90926667,-46.70278333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","transitional area","light","secondary vegetation-substantial",3,0
"281","286_4","286_3","286_2",286,"Medeiros2019",-23.93963333,-46.69431667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",2,0
"282","299_1","299_1","299_3",299,"deSanti2016",3.75226,-53.555508,"French Guiana","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","gold mining site","intense","secondary vegetation-substantial",4,1
"283","299_2","299_2","299_2",299,"deSanti2016",3.3833255,-53.399958,"French Guiana","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","gold mining site","intense","secondary vegetation-substantial",3,1
"284","299_3","299_3","299_4",299,"deSanti2016",3.355829,-54.052881,"French Guiana","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest","minimal","primary vegetation-minimal",1,1
"285","299_4","299_4","299_1",299,"deSanti2016",3.712523,-53.914158,"French Guiana","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest","minimal","primary vegetation-minimal",1,1
"286","30_1","30_1","30_1",30,"Fe2003",-2.702154,-59.699339,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest","minimal","primary vegetation-minimal",2,1
"287","302_1","302_1","302_2",302,"Abella2020",18.32501,-91.081723,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary forest","minimal","primary vegetation-minimal",1,0
"288","302_2","302_1","302_1",302,"Abella2020",18.32501,-91.081723,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary forest","minimal","secondary vegetation-minimal",1,0
"289","302_2","302_1","302_2",302,"Abella2020",18.32501,-91.081723,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary forest","minimal","secondary vegetation-minimal",4,0
"290","302_3","302_2","302_2",302,"Abella2020",18.068098,-92.018048,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","managed","mango plantation","intense","managed-substantial",1,0
"291","310_1","310_1","310_1",310,"Montes2005",-23.36666667,-46.6,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",1,0
"292","310_2","310_1","310_1",310,"Montes2005",-23.36666667,-46.6,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","Atlantic forest ecotone","light","secondary vegetation-substantial",1,0
"293","310_5","310_1","310_1",310,"Montes2005",-23.36666667,-46.6,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","Atlantic forest ecotone","light","secondary vegetation-substantial",1,0
"294","310_6","310_1","310_1",310,"Montes2005",-23.36666667,-46.6,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Park administration areas and guardhouse","light","primary vegetation-substantial",1,0
"295","435_1","435_1","435_2",435,"Lourenco1996",-1.916666667,-59.46666667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Amazon rainforest","minimal","primary vegetation-minimal",9,1
"296","435_2","435_1","435_4",435,"Lourenco1996",-1.916666667,-59.46666667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","settlement surrounded by forest","light","primary vegetation-substantial",2,1
"297","435_3","435_2","435_3",435,"Lourenco1996",-8.166666667,-62.48333333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Amazon rainforest","minimal","primary vegetation-minimal",8,1
"298","435_4","435_2","435_1",435,"Lourenco1996",-8.166666667,-62.48333333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","settlement surrounded by forest","light","primary vegetation-substantial",4,1
"299","46_1","46_1","46_1",46,"OrtaPineda2021",17.487598,-92.037855,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","young forest","light","secondary vegetation-substantial",2,0
"300","46_2","46_2","46_1",46,"OrtaPineda2021",17.487939,-92.043369,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","young forest","light","secondary vegetation-substantial",1,0
"301","46_3","46_3","46_1",46,"OrtaPineda2021",17.48164,-92.053204,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","tropical rainforest","minimal","primary vegetation-minimal",2,0
"302","479_1","479_1","479_1",479,"Muller2012",-25.38777778,-49.98277778,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","sugar and corn plantation","light","managed-substantial",1,0
"303","479_2","479_1","479_1",479,"Muller2012",-25.38777778,-49.98277778,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",1,0
"304","497_1","497_1","497_1",497,"Martins2018",-7.578333333,-72.73333333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","deforested area/peri-urban","intense","urban-substantial",8,1
"305","497_2","497_2","497_1",497,"Martins2018",-7.611666667,-72.78333333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",7,1
"306","497_3","497_3","497_1",497,"Martins2018",-7.645,-72.68333333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","urban","intense","urban-substantial",6,1
"307","497_4","497_4","497_1",497,"Martins2018",-7.561666667,-72.75,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","fish farm","intense","managed-substantial",5,1
"308","510_1","510_1","510_2",510,"Guimaraes2000",-24.999,-48.016,"Brazil","Mangroves","primary vegetation","swamp","minimal","primary vegetation-minimal",7,0
"309","510_2","510_2","510_2",510,"Guimaraes2000",-24.999,-48.016,"Brazil","Mangroves","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",5,0
