"","site_number","study_number","lon","lat","X.1","X","reference","site_name","study_block","country","habitat_description","land_use_specific","land_use","land_use_intensity","species_study_name","genus","species","metric","sample_month","sample_start","sample_start_year","sample_end","sampling_method","sampling_effort","sampling_effort_unit","collection","sample_season","sample_daytime","development_stage","measurement","adjusted_measurement","species_studied","eco_name","biome","study_sample","measurement_adj","species_name","land_use_intensity_agg","LUI","cells_deforestation","deforest_prop"
"43","1489_1",1489,-46.6357166666667,-23.4510333333333,7060,25225,"Wilk2020","Administration area","1489_1","Brazil","daily circulation of employees, fewer visitors, regenerated vegetation","Atlantic forest","secondary vegetation","light","Aedes aegypti","Aedes","aegypti","diurnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and aspirator",20,"collection days","outdoor",NA,"14:00-18:00","adult",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_2",0,"Aedes aegypti","substantial","secondary vegetation-substantial",0,0
"44","1489_1",1489,-46.6357166666667,-23.4510333333333,7061,25226,"Wilk2020","Administration area","1489_1","Brazil","daily circulation of employees, fewer visitors, regenerated vegetation","Atlantic forest","secondary vegetation","light","Aedes aegypti","Aedes","aegypti","immature forms","Jan-Dec","2015-02",2017,"2017-04","suction samplers and entomological spoons",20,"collection days","outdoor",NA,"08:00-14:00","immature",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_1",0,"Aedes aegypti","substantial","secondary vegetation-substantial",0,0
"45","1489_1",1489,-46.6357166666667,-23.4510333333333,7066,25231,"Wilk2020","Administration area","1489_1","Brazil","daily circulation of employees, fewer visitors, regenerated vegetation","Atlantic forest","secondary vegetation","light","Aedes fluviatilis","Aedes","fluviatilis","diurnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and aspirator",20,"collection days","outdoor",NA,"14:00-18:00","adult",1,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_2",0.05,"Aedes fluviatilis","substantial","secondary vegetation-substantial",0,0
"46","1489_1",1489,-46.6357166666667,-23.4510333333333,7067,25232,"Wilk2020","Administration area","1489_1","Brazil","daily circulation of employees, fewer visitors, regenerated vegetation","Atlantic forest","secondary vegetation","light","Aedes fluviatilis","Aedes","fluviatilis","immature forms","Jan-Dec","2015-02",2017,"2017-04","suction samplers and entomological spoons",20,"collection days","outdoor",NA,"08:00-14:00","immature",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_1",0,"Aedes fluviatilis","substantial","secondary vegetation-substantial",0,0
"47","1489_1",1489,-46.6357166666667,-23.4510333333333,7068,25233,"Wilk2020","Administration area","1489_1","Brazil","daily circulation of employees, fewer visitors, regenerated vegetation","Atlantic forest","secondary vegetation","light","Aedes fluviatilis","Aedes","fluviatilis","nocturnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and Shannon trap",20,"collection days","outdoor",NA,"18:00-06:00","adult",4,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_3",0.2,"Aedes fluviatilis","substantial","secondary vegetation-substantial",0,0
"48","1489_1",1489,-46.6357166666667,-23.4510333333333,7069,25234,"Wilk2020","Administration area","1489_1","Brazil","daily circulation of employees, fewer visitors, regenerated vegetation","Atlantic forest","secondary vegetation","light","Aedes scapularis","Aedes","scapularis","diurnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and aspirator",20,"collection days","outdoor",NA,"14:00-18:00","adult",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_2",0,"Aedes scapularis","substantial","secondary vegetation-substantial",0,0
"49","1489_1",1489,-46.6357166666667,-23.4510333333333,7070,25235,"Wilk2020","Administration area","1489_1","Brazil","daily circulation of employees, fewer visitors, regenerated vegetation","Atlantic forest","secondary vegetation","light","Aedes scapularis","Aedes","scapularis","immature forms","Jan-Dec","2015-02",2017,"2017-04","suction samplers and entomological spoons",20,"collection days","outdoor",NA,"08:00-14:00","immature",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_1",0,"Aedes scapularis","substantial","secondary vegetation-substantial",0,0
"50","1489_1",1489,-46.6357166666667,-23.4510333333333,7071,25236,"Wilk2020","Administration area","1489_1","Brazil","daily circulation of employees, fewer visitors, regenerated vegetation","Atlantic forest","secondary vegetation","light","Aedes scapularis","Aedes","scapularis","nocturnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and Shannon trap",20,"collection days","outdoor",NA,"18:00-06:00","adult",44,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_3",2.2,"Aedes scapularis","substantial","secondary vegetation-substantial",0,0
"51","1489_1",1489,-46.6357166666667,-23.4510333333333,7072,25237,"Wilk2020","Administration area","1489_1","Brazil","daily circulation of employees, fewer visitors, regenerated vegetation","Atlantic forest","secondary vegetation","light","Aedes serratus","Aedes","serratus","diurnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and aspirator",20,"collection days","outdoor",NA,"14:00-18:00","adult",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_2",0,"Aedes serratus","substantial","secondary vegetation-substantial",0,0
"52","1489_1",1489,-46.6357166666667,-23.4510333333333,7073,25238,"Wilk2020","Administration area","1489_1","Brazil","daily circulation of employees, fewer visitors, regenerated vegetation","Atlantic forest","secondary vegetation","light","Aedes serratus","Aedes","serratus","immature forms","Jan-Dec","2015-02",2017,"2017-04","suction samplers and entomological spoons",20,"collection days","outdoor",NA,"08:00-14:00","immature",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_1",0,"Aedes serratus","substantial","secondary vegetation-substantial",0,0
"53","1489_1",1489,-46.6357166666667,-23.4510333333333,7074,25239,"Wilk2020","Administration area","1489_1","Brazil","daily circulation of employees, fewer visitors, regenerated vegetation","Atlantic forest","secondary vegetation","light","Aedes serratus","Aedes","serratus","nocturnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and Shannon trap",20,"collection days","outdoor",NA,"18:00-06:00","adult",1,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_3",0.05,"Aedes serratus","substantial","secondary vegetation-substantial",0,0
"54","1489_1",1489,-46.6357166666667,-23.4510333333333,7075,25240,"Wilk2020","Administration area","1489_1","Brazil","daily circulation of employees, fewer visitors, regenerated vegetation","Atlantic forest","secondary vegetation","light","Aedes terrens","Aedes","terrens","diurnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and aspirator",20,"collection days","outdoor",NA,"14:00-18:00","adult",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_2",0,"Aedes terrens","substantial","secondary vegetation-substantial",0,0
"55","1489_1",1489,-46.6357166666667,-23.4510333333333,7076,25241,"Wilk2020","Administration area","1489_1","Brazil","daily circulation of employees, fewer visitors, regenerated vegetation","Atlantic forest","secondary vegetation","light","Aedes terrens","Aedes","terrens","immature forms","Jan-Dec","2015-02",2017,"2017-04","suction samplers and entomological spoons",20,"collection days","outdoor",NA,"08:00-14:00","immature",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_1",0,"Aedes terrens","substantial","secondary vegetation-substantial",0,0
"56","1489_1",1489,-46.6357166666667,-23.4510333333333,7064,25229,"Wilk2020","Administration area","1489_1","Brazil","daily circulation of employees, fewer visitors, regenerated vegetation","Atlantic forest","secondary vegetation","light","Aedes albopictus","Aedes","albopictus","immature forms","Jan-Dec","2015-02",2017,"2017-04","suction samplers and entomological spoons",20,"collection days","outdoor",NA,"08:00-14:00","immature",8,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_1",0.4,"Aedes albopictus","substantial","secondary vegetation-substantial",0,0
"57","1489_1",1489,-46.6357166666667,-23.4510333333333,7065,25230,"Wilk2020","Administration area","1489_1","Brazil","daily circulation of employees, fewer visitors, regenerated vegetation","Atlantic forest","secondary vegetation","light","Aedes albopictus","Aedes","albopictus","nocturnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and Shannon trap",20,"collection days","outdoor",NA,"18:00-06:00","adult",4,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_3",0.2,"Aedes albopictus","substantial","secondary vegetation-substantial",0,0
"58","1489_1",1489,-46.6357166666667,-23.4510333333333,7077,25242,"Wilk2020","Administration area","1489_1","Brazil","daily circulation of employees, fewer visitors, regenerated vegetation","Atlantic forest","secondary vegetation","light","Aedes terrens","Aedes","terrens","nocturnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and Shannon trap",20,"collection days","outdoor",NA,"18:00-06:00","adult",14,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_3",0.7,"Aedes terrens","substantial","secondary vegetation-substantial",0,0
"59","1489_3",1489,-46.6200833333333,-23.4104,7098,25287,"Wilk2020","Pinheirinho trail","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes aegypti","Aedes","aegypti","nocturnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and Shannon trap",20,"collection days","outdoor",NA,"18:00-06:00","adult",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_3",0,"Aedes aegypti","substantial","primary vegetation-substantial",0,0
"60","1489_3",1489,-46.6200833333333,-23.4104,7099,25288,"Wilk2020","Pinheirinho trail","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes albopictus","Aedes","albopictus","diurnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and aspirator",20,"collection days","outdoor",NA,"14:00-18:00","adult",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_2",0,"Aedes albopictus","substantial","primary vegetation-substantial",0,0
"61","1489_3",1489,-46.6200833333333,-23.4104,7100,25289,"Wilk2020","Pinheirinho trail","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes albopictus","Aedes","albopictus","immature forms","Jan-Dec","2015-02",2017,"2017-04","suction samplers and entomological spoons",20,"collection days","outdoor",NA,"08:00-14:00","immature",31,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_1",1.55,"Aedes albopictus","substantial","primary vegetation-substantial",0,0
"62","1489_3",1489,-46.6200833333333,-23.4104,7101,25290,"Wilk2020","Pinheirinho trail","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes albopictus","Aedes","albopictus","nocturnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and Shannon trap",20,"collection days","outdoor",NA,"18:00-06:00","adult",4,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_3",0.2,"Aedes albopictus","substantial","primary vegetation-substantial",0,0
"63","1489_3",1489,-46.6200833333333,-23.4104,7102,25291,"Wilk2020","Pinheirinho trail","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes fluviatilis","Aedes","fluviatilis","diurnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and aspirator",20,"collection days","outdoor",NA,"14:00-18:00","adult",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_2",0,"Aedes fluviatilis","substantial","primary vegetation-substantial",0,0
"64","1489_3",1489,-46.6200833333333,-23.4104,7103,25292,"Wilk2020","Pinheirinho trail","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes fluviatilis","Aedes","fluviatilis","immature forms","Jan-Dec","2015-02",2017,"2017-04","suction samplers and entomological spoons",20,"collection days","outdoor",NA,"08:00-14:00","immature",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_1",0,"Aedes fluviatilis","substantial","primary vegetation-substantial",0,0
"65","1489_3",1489,-46.6200833333333,-23.4104,7104,25293,"Wilk2020","Pinheirinho trail","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes fluviatilis","Aedes","fluviatilis","nocturnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and Shannon trap",20,"collection days","outdoor",NA,"18:00-06:00","adult",3,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_3",0.15,"Aedes fluviatilis","substantial","primary vegetation-substantial",0,0
"66","1489_3",1489,-46.6200833333333,-23.4104,7105,25294,"Wilk2020","Pinheirinho trail","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes scapularis","Aedes","scapularis","diurnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and aspirator",20,"collection days","outdoor",NA,"14:00-18:00","adult",1,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_2",0.05,"Aedes scapularis","substantial","primary vegetation-substantial",0,0
"67","1489_3",1489,-46.6200833333333,-23.4104,7106,25295,"Wilk2020","Pinheirinho trail","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes scapularis","Aedes","scapularis","immature forms","Jan-Dec","2015-02",2017,"2017-04","suction samplers and entomological spoons",20,"collection days","outdoor",NA,"08:00-14:00","immature",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_1",0,"Aedes scapularis","substantial","primary vegetation-substantial",0,0
"68","1489_3",1489,-46.6200833333333,-23.4104,7107,25296,"Wilk2020","Pinheirinho trail","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes scapularis","Aedes","scapularis","nocturnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and Shannon trap",20,"collection days","outdoor",NA,"18:00-06:00","adult",83,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_3",4.15,"Aedes scapularis","substantial","primary vegetation-substantial",0,0
"69","1489_3",1489,-46.6200833333333,-23.4104,7108,25297,"Wilk2020","Pinheirinho trail","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes serratus","Aedes","serratus","diurnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and aspirator",20,"collection days","outdoor",NA,"14:00-18:00","adult",2,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_2",0.1,"Aedes serratus","substantial","primary vegetation-substantial",0,0
"70","1489_3",1489,-46.6200833333333,-23.4104,7109,25298,"Wilk2020","Pinheirinho trail","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes serratus","Aedes","serratus","immature forms","Jan-Dec","2015-02",2017,"2017-04","suction samplers and entomological spoons",20,"collection days","outdoor",NA,"08:00-14:00","immature",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_1",0,"Aedes serratus","substantial","primary vegetation-substantial",0,0
"71","1489_3",1489,-46.6200833333333,-23.4104,7110,25299,"Wilk2020","Pinheirinho trail","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes serratus","Aedes","serratus","nocturnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and Shannon trap",20,"collection days","outdoor",NA,"18:00-06:00","adult",1,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_3",0.05,"Aedes serratus","substantial","primary vegetation-substantial",0,0
"72","1489_3",1489,-46.6200833333333,-23.4104,7111,25300,"Wilk2020","Pinheirinho trail","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes terrens","Aedes","terrens","diurnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and aspirator",20,"collection days","outdoor",NA,"14:00-18:00","adult",7,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_2",0.35,"Aedes terrens","substantial","primary vegetation-substantial",0,0
"73","1489_3",1489,-46.6200833333333,-23.4104,7112,25301,"Wilk2020","Pinheirinho trail","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes terrens","Aedes","terrens","immature forms","Jan-Dec","2015-02",2017,"2017-04","suction samplers and entomological spoons",20,"collection days","outdoor",NA,"08:00-14:00","immature",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_1",0,"Aedes terrens","substantial","primary vegetation-substantial",0,0
"74","1489_3",1489,-46.6200833333333,-23.4104,7113,25302,"Wilk2020","Pinheirinho trail","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes terrens","Aedes","terrens","nocturnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and Shannon trap",20,"collection days","outdoor",NA,"18:00-06:00","adult",16,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_3",0.8,"Aedes terrens","substantial","primary vegetation-substantial",0,0
"75","1489_3",1489,-46.6200833333333,-23.4104,7097,25286,"Wilk2020","Pinheirinho trail","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes aegypti","Aedes","aegypti","immature forms","Jan-Dec","2015-02",2017,"2017-04","suction samplers and entomological spoons",20,"collection days","outdoor",NA,"08:00-14:00","immature",35,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_1",1.75,"Aedes aegypti","substantial","primary vegetation-substantial",0,0
"76","1489_3",1489,-46.6200833333333,-23.4104,7096,25285,"Wilk2020","Pinheirinho trail","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes aegypti","Aedes","aegypti","diurnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and aspirator",20,"collection days","outdoor",NA,"14:00-18:00","adult",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_2",0,"Aedes aegypti","substantial","primary vegetation-substantial",0,0
"77","1491_1",1491,-59.92718333,-3.00355,7114,25315,"dosSantos2018","Adolpho Ducke","1491_1","Brazil","500 m from forest edge","interior forest","primary vegetation","minimal","Aedes albopictus","Aedes","albopictus","abundance","January-March","07/01/2016",2016,"03/03/2016","BG-Sentinel trap",29340,"trap hours","outdoor",NA,NA,"adult",0,NA,"Aedes albopictus","Uatuma-Trombetas moist forests","Tropical & Subtropical Moist Broadleaf Forests","1491_4",0,"Aedes albopictus","minimal","primary vegetation-minimal",2,0.388561872782948
"78","1491_1",1491,-59.92718333,-3.00355,7117,25318,"dosSantos2018","Adolpho Ducke","1491_1","Brazil","300 to 900 m from forest edge","interior forest","primary vegetation","minimal","Aedes albopictus","Aedes","albopictus","abundance","January-March","07/01/2016",2016,"03/03/2016","ovitrap",29340,"trap hours","outdoor",NA,NA,"egg",0,NA,"Aedes albopictus","Uatuma-Trombetas moist forests","Tropical & Subtropical Moist Broadleaf Forests","1491_13",0,"Aedes albopictus","minimal","primary vegetation-minimal",2,0.388561872782948
"79","1491_10",1491,-42.21051667,-22.43688333,7133,25334,"dosSantos2018","Casimiro de Abreu","1491_10","Brazil","300 m from forest edge","interior forest","primary vegetation","minimal","Aedes albopictus","Aedes","albopictus","abundance","March","28/03/2017",2017,"31/03/2017","BG-Sentinel trap",13560,"trap hours","outdoor",NA,NA,"adult",0,NA,"Aedes albopictus","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1491_10",0,"Aedes albopictus","minimal","primary vegetation-minimal",9,1.74852842752326
"80","1491_2",1491,-43.44385,-22.93688333,7126,25327,"dosSantos2018","Pedra Branca","1491_2","Brazil","500 m from forest edge","interior forest","primary vegetation","minimal","Aedes albopictus","Aedes","albopictus","abundance","March-April","04/03/2016",2016,"16/04/2016","BG-Sentinel trap",14670,"trap hours","outdoor",NA,NA,"adult",0,NA,"Aedes albopictus","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1491_1",0,"Aedes albopictus","minimal","primary vegetation-minimal",0,0
