"","site_number","study_block","study_sample","study_number","reference","lat","lon","country","biome","land_use","land_use_specific","land_use_intensity","LUI","richness","amazon"
"140","1584_20","1584_20","1584_1",1584,"McKeon2013",2.150333333,-61.02166667,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","Primary vegetation","minimal","primary vegetation-minimal",2,1
"141","1584_21","1584_21","1584_1",1584,"McKeon2013",2.155016667,-61.68333333,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","Primary vegetation","minimal","primary vegetation-minimal",3,1
"142","1584_22","1584_22","1584_1",1584,"McKeon2013",2.220333333,-61.00086667,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","managed","Cropland","intense","managed-substantial",2,1
"143","1584_23","1584_23","1584_1",1584,"McKeon2013",1.5595,-60.98766667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Primary vegetation","minimal","primary vegetation-minimal",1,1
"144","1584_24","1584_24","1584_1",1584,"McKeon2013",1.671283333,-61.07613333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Primary vegetation","minimal","primary vegetation-minimal",2,1
"145","1584_25","1584_25","1584_1",1584,"McKeon2013",2.2,-61.38333333,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","Primary vegetation","minimal","primary vegetation-minimal",1,1
"146","1584_26","1584_26","1584_1",1584,"McKeon2013",1.0361,-60.38403333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","Cropland","intense","managed-substantial",3,1
"147","1584_27","1584_27","1584_1",1584,"McKeon2013",0.984633333,-60.40255,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","Cropland","intense","managed-substantial",3,1
"148","1584_28","1584_28","1584_1",1584,"McKeon2013",0.939733333,-60.42011667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Primary vegetation","minimal","primary vegetation-minimal",2,1
"149","1584_29","1584_29","1584_1",1584,"McKeon2013",0.118583333,-60.55451667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Primary vegetation","minimal","primary vegetation-minimal",2,1
"150","1584_3","1584_3","1584_1",1584,"McKeon2013",2.991416667,-61.25906667,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","Primary vegetation","minimal","primary vegetation-minimal",1,1
"151","1584_30","1584_30","1584_1",1584,"McKeon2013",0.136433333,-60.55851667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","Cropland","intense","managed-substantial",1,1
"152","1584_31","1584_31","1584_2",1584,"McKeon2013",-1.8371,-48.74978333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Primary vegetation","minimal","primary vegetation-minimal",2,1
"153","1584_32","1584_32","1584_2",1584,"McKeon2013",-1.827266667,-48.75343333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","Cropland","intense","managed-substantial",2,1
"154","1584_33","1584_33","1584_2",1584,"McKeon2013",-1.842683333,-48.7517,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","Cropland","intense","managed-substantial",2,1
"155","1584_34","1584_34","1584_2",1584,"McKeon2013",-1.827116667,-48.75366667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","Cropland","intense","managed-substantial",4,1
"156","1584_35","1584_35","1584_2",1584,"McKeon2013",-1.842683333,-48.7517,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","Cropland","intense","managed-substantial",2,1
"157","1584_36","1584_36","1584_2",1584,"McKeon2013",-1.825816667,-48.757,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","Cropland","intense","managed-substantial",3,1
"158","1584_37","1584_37","1584_2",1584,"McKeon2013",-1.827216667,-48.75381667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","Cropland","intense","managed-substantial",4,1
"159","1584_38","1584_38","1584_2",1584,"McKeon2013",-3.7566,-49.04788333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","Cropland","intense","managed-substantial",1,1
"160","1584_39","1584_39","1584_2",1584,"McKeon2013",-3.986366667,-49.00453333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Primary vegetation","minimal","primary vegetation-minimal",2,1
"161","1584_4","1584_4","1584_1",1584,"McKeon2013",2.991616667,-61.31673333,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","Primary vegetation","minimal","primary vegetation-minimal",2,1
"162","1584_40","1584_40","1584_2",1584,"McKeon2013",-3.820083333,-49.08921667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Primary vegetation","minimal","primary vegetation-minimal",2,1
"163","1584_41","1584_41","1584_2",1584,"McKeon2013",-3.754783333,-49.75763333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Primary vegetation","minimal","primary vegetation-minimal",1,1
"164","1584_42","1584_42","1584_2",1584,"McKeon2013",-3.75335,-49.76245,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","Cropland","intense","managed-substantial",1,1
"165","1584_43","1584_43","1584_2",1584,"McKeon2013",-3.785266667,-49.6725,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","Urban","intense","urban-substantial",1,1
"166","1584_44","1584_44","1584_2",1584,"McKeon2013",-3.742116667,-49.80496667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Primary vegetation","minimal","primary vegetation-minimal",4,1
"167","1584_45","1584_45","1584_2",1584,"McKeon2013",-3.741333333,-49.80143333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Primary vegetation","minimal","primary vegetation-minimal",1,1
"168","1584_46","1584_46","1584_2",1584,"McKeon2013",-4.48005,-49.31695,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","Cropland","intense","managed-substantial",2,1
"169","1584_47","1584_47","1584_2",1584,"McKeon2013",-4.4462,-49.17241667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","Cropland","intense","managed-substantial",3,1
"170","1584_48","1584_48","1584_2",1584,"McKeon2013",-4.451133333,-49.17131667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","Cropland","intense","managed-substantial",3,1
"171","1584_49","1584_49","1584_2",1584,"McKeon2013",-4.458733333,-49.17168333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","Cropland","intense","managed-substantial",1,1
"172","1584_5","1584_5","1584_1",1584,"McKeon2013",3.020583333,-61.27021667,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","Primary vegetation","minimal","primary vegetation-minimal",1,1
"173","1584_50","1584_50","1584_2",1584,"McKeon2013",-4.514883333,-49.09338333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","Cropland","intense","managed-substantial",2,1
"174","1584_51","1584_51","1584_2",1584,"McKeon2013",-4.472216667,-49.11298333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Primary vegetation","minimal","primary vegetation-minimal",3,1
"175","1584_52","1584_52","1584_2",1584,"McKeon2013",-5.35425,-49.21295,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Primary vegetation","minimal","primary vegetation-minimal",1,1
"176","1584_53","1584_53","1584_2",1584,"McKeon2013",-5.36605,-49.20185,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Primary vegetation","minimal","primary vegetation-minimal",4,1
"177","1584_54","1584_54","1584_2",1584,"McKeon2013",-5.371783333,-49.1759,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","Cropland","intense","managed-substantial",3,1
"178","1584_6","1584_6","1584_1",1584,"McKeon2013",2.983733333,-61.32535,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","managed","Cropland","intense","managed-substantial",1,1
"179","1584_7","1584_7","1584_1",1584,"McKeon2013",2.7575,-60.70408333,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","managed","Cropland","intense","managed-substantial",2,1
"180","1584_8","1584_8","1584_1",1584,"McKeon2013",2.858366667,-60.62808333,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","Primary vegetation","minimal","primary vegetation-minimal",1,1
"181","1584_9","1584_9","1584_1",1584,"McKeon2013",2.634233333,-60.59285,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","Primary vegetation","minimal","primary vegetation-minimal",2,1
"182","1605_1","1605_1","1605_1",1605,"NaranjoDiaz2020",7.30875,-76.58375,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","managed","cropland","intense","managed-substantial",4,0
"183","1605_2","1605_1","1605_4",1605,"NaranjoDiaz2020",7.3558,-76.48955,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","grassland","intense","primary vegetation-substantial",3,0
"184","1605_3","1605_2","1605_2",1605,"NaranjoDiaz2020",7.86375,-76.57633,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest","intense","primary vegetation-substantial",8,0
"185","1605_4","1605_2","1605_3",1605,"NaranjoDiaz2020",7.8833,-76.60219,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest","intense","primary vegetation-substantial",4,0
"186","1635_1","1635_1","1635_2",1635,"Ferreira2017",-3.096380556,-59.98988333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","broad primary vegetation cover and ornamental plants","light","primary vegetation-substantial",2,1
"187","1635_2","1635_2","1635_2",1635,"Ferreira2017",-3.096380556,-60.00655,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","urban","intense","urban-substantial",2,1
"188","1635_3","1635_3","1635_2",1635,"Ferreira2017",0.863047222,-60.42321667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","broad primary vegetation cover and ornamental plants","light","primary vegetation-substantial",2,1
"189","1635_4","1635_4","1635_2",1635,"Ferreira2017",0.863047222,-60.42321667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary vegetation fragments","light","secondary vegetation-substantial",1,1
"190","1638_1","1638_1","1638_2",1638,"Rezende2013",-19.96708611,-40.57955556,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","human dwellings","light","urban-substantial",10,0
"191","1638_2","1638_2","1638_2",1638,"Rezende2013",-20.33375278,-41.22955556,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","human dwellings","light","urban-substantial",7,0
"192","1638_3","1638_1","1638_1",1638,"Rezende2013",-19.96708611,-40.57955556,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",5,0
"193","1638_4","1638_1","1638_1",1638,"Rezende2013",-19.96708611,-40.57955556,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",4,0
"194","1638_5","1638_2","1638_1",1638,"Rezende2013",-20.33375278,-41.22955556,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",3,0
"195","1638_6","1638_2","1638_1",1638,"Rezende2013",-20.33375278,-41.22955556,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",3,0
"196","1643_1","1643_1","1643_3",1643,"ViverosSantos2018",19.01666667,-98.08333333,"Mexico","Tropical & Subtropical Coniferous Forests","primary vegetation","temperate forest","light","primary vegetation-substantial",3,0
"197","1643_2","1643_1","1643_1",1643,"ViverosSantos2018",19.01666667,-98.08333333,"Mexico","Tropical & Subtropical Coniferous Forests","urban","urban","intense","urban-substantial",1,0
"198","1643_2","1643_1","1643_2",1643,"ViverosSantos2018",19.01666667,-98.08333333,"Mexico","Tropical & Subtropical Coniferous Forests","urban","urban","intense","urban-substantial",1,0
"199","1643_2","1643_1","1643_3",1643,"ViverosSantos2018",19.01666667,-98.08333333,"Mexico","Tropical & Subtropical Coniferous Forests","urban","urban","intense","urban-substantial",2,0
"200","1651_1","1651_1","1652_1",1652,"NaranjoDiaz2014",6.283333333,-76.75,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","managed","rice cultivation","intense","managed-substantial",2,0
"201","1651_1","1651_1","1652_10",1652,"NaranjoDiaz2014",6.283333333,-76.75,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","managed","rice cultivation","intense","managed-substantial",1,0
"202","1651_1","1651_1","1652_5",1652,"NaranjoDiaz2014",6.283333333,-76.75,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","managed","rice cultivation","intense","managed-substantial",2,0
"203","1651_1","1651_1","1652_8",1652,"NaranjoDiaz2014",6.283333333,-76.75,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","managed","rice cultivation","intense","managed-substantial",3,0
"204","1651_2","1651_2","1652_1",1652,"NaranjoDiaz2014",3.816666667,-76.98333333,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","deforestation and pisciculture","intense","secondary vegetation-substantial",2,0
"205","1651_2","1651_2","1652_3",1652,"NaranjoDiaz2014",3.816666667,-76.98333333,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","deforestation and pisciculture","intense","secondary vegetation-substantial",2,0
"206","1651_2","1651_2","1652_4",1652,"NaranjoDiaz2014",3.816666667,-76.98333333,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","deforestation and pisciculture","intense","secondary vegetation-substantial",2,0
"207","1651_2","1651_2","1652_7",1652,"NaranjoDiaz2014",3.816666667,-76.98333333,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","deforestation and pisciculture","intense","secondary vegetation-substantial",1,0
"208","1651_3","1651_3","1652_2",1652,"NaranjoDiaz2014",1.766666667,-78.78333333,"Colombia","Mangroves","urban","periurban","intense","urban-substantial",2,0
"209","1651_4","1651_3","1652_4",1652,"NaranjoDiaz2014",1.616666667,-78.73333333,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","managed","palm oil agriculture","intense","managed-substantial",2,0
"210","1651_4","1651_3","1652_6",1652,"NaranjoDiaz2014",1.616666667,-78.73333333,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","managed","palm oil agriculture","intense","managed-substantial",2,0
"211","1651_4","1651_3","1652_9",1652,"NaranjoDiaz2014",1.616666667,-78.73333333,"Colombia","Tropical & Subtropical Moist Broadleaf Forests","managed","palm oil agriculture","intense","managed-substantial",2,0
"212","1660_1","1660_1","1660_1",1660,"Stein2013",-27.37885833,-65.74167222,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primitive piedmont forest","minimal","primary vegetation-minimal",1,0
"213","1660_1","1660_1","1660_2",1660,"Stein2013",-27.37885833,-65.74167222,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primitive piedmont forest","minimal","primary vegetation-minimal",1,0
"214","1660_2","1660_2","1660_1",1660,"Stein2013",-27.345525,-65.65833889,"Argentina","Tropical & Subtropical Grasslands, Savannas & Shrublands","managed","modified forest","intense","managed-substantial",1,0
"215","169_1","169_1","169_1",169,"Roberts1984",-18.211048,-58.167286,"Bolivia","Tropical & Subtropical Dry Broadleaf Forests","primary vegetation","small village","light","primary vegetation-substantial",4,0
"216","169_2","169_2","169_1",169,"Roberts1984",-18.211048,-58.167286,"Bolivia","Tropical & Subtropical Dry Broadleaf Forests","primary vegetation","gallery forest","minimal","primary vegetation-minimal",7,0
"217","1699_1","1699_1","1699_1",1699,"Soares2003",-9.085703,-63.904873,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","lumber farm","intense","managed-substantial",5,1
"218","1699_2","1699_2","1699_2",1699,"Soares2003",-9.085703,-63.904873,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","tropical rainforest","minimal","primary vegetation-minimal",10,1
"219","1701_1","1701_1","1707_1",1707,"Silva2018",-22.45538889,-42.30263889,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary Atlantic forest","light","secondary vegetation-substantial",1,0
"220","1701_2","1701_1","1707_1",1707,"Silva2018",-22.45538889,-42.30263889,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary Atlantic forest","intense","secondary vegetation-substantial",1,0
"221","1701_3","1701_1","1707_1",1707,"Silva2018",-22.45538889,-42.30263889,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary Atlantic forest","light","secondary vegetation-substantial",1,0
"222","1701_5","1701_1","1707_1",1707,"Silva2018",-22.45538889,-42.28597222,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary Atlantic forest","light","primary vegetation-substantial",2,0
"223","1716_1","1716_1","1716_1",1716,"dasVirgens2018",-19.46694444,-40.07166667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","atlantic forest","minimal","primary vegetation-minimal",5,0
"224","1716_2","1716_1","1716_1",1716,"dasVirgens2018",-19.46694444,-40.07166667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","cocoa plantation","intense","managed-substantial",5,0
"225","1734_1","1734_1","1734_1",1734,"Moreno2007",7.483333333,-61.01666667,"Venezuela","Tropical & Subtropical Moist Broadleaf Forests","urban","peri-urban","light","urban-substantial",2,1
"226","1734_2","1734_2","1734_1",1734,"Moreno2007",6.35,-61.53333333,"Venezuela","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","gold mining camp","intense","secondary vegetation-substantial",4,1
"227","1734_3","1734_3","1734_1",1734,"Moreno2007",6.7,-61.08333333,"Venezuela","Tropical & Subtropical Moist Broadleaf Forests","urban","peri-urban","light","urban-substantial",6,1
"228","1734_4","1734_4","1734_1",1734,"Moreno2007",6.766666667,-61.08333333,"Venezuela","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","gold mining camp","intense","secondary vegetation-substantial",5,1
"229","1734_5","1734_5","1734_1",1734,"Moreno2007",6.2,-61.35,"Venezuela","Tropical & Subtropical Moist Broadleaf Forests","urban","peri-urban","light","urban-substantial",2,1
"230","1739_1","1739_1","1739_1",1739,"Mueller2012",-25.38777778,-49.98277778,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","atlantic forest","minimal","primary vegetation-minimal",3,0
"231","1739_2","1739_1","1739_1",1739,"Mueller2012",-25.38777778,-49.98277778,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","peridomicile","light","primary vegetation-substantial",3,0
"232","1762_1","1762_1","1762_1",1762,"Abella2018",19.45416667,-97.00777778,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","montane cloud forest","minimal","primary vegetation-minimal",2,0
"233","1762_1","1762_1","1762_2",1762,"Abella2018",19.45416667,-97.00777778,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","montane cloud forest","minimal","primary vegetation-minimal",2,0
"234","1762_1","1762_1","1762_3",1762,"Abella2018",19.45416667,-97.00777778,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","montane cloud forest","minimal","primary vegetation-minimal",1,0
"235","1762_2","1762_2","1762_1",1762,"Abella2018",19.55416667,-96.94111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","peri-urban forest","light","secondary vegetation-substantial",1,0
"236","1762_2","1762_2","1762_2",1762,"Abella2018",19.55416667,-96.94111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","peri-urban forest","light","secondary vegetation-substantial",1,0
"237","1762_2","1762_2","1762_3",1762,"Abella2018",19.55416667,-96.94111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","peri-urban forest","light","secondary vegetation-substantial",1,0
"238","1762_3","1762_2","1762_1",1762,"Abella2018",19.50416667,-96.94111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","urban","urban forest","intense","urban-substantial",1,0
"239","1762_3","1762_2","1762_2",1762,"Abella2018",19.50416667,-96.94111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","urban","urban forest","intense","urban-substantial",1,0
"240","1762_3","1762_2","1762_3",1762,"Abella2018",19.50416667,-96.94111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","urban","urban forest","intense","urban-substantial",1,0
"241","1762_4","1762_1","1762_1",1762,"Abella2018",19.45416667,-96.99111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","managed","coffee plantation","intense","managed-substantial",1,0
"242","1762_4","1762_1","1762_2",1762,"Abella2018",19.45416667,-96.99111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","managed","coffee plantation","intense","managed-substantial",1,0
"243","1762_4","1762_1","1762_3",1762,"Abella2018",19.45416667,-96.99111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","managed","coffee plantation","intense","managed-substantial",2,0
"244","1762_5","1762_2","1762_1",1762,"Abella2018",19.52083333,-96.99111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","managed","cattle field","intense","managed-substantial",2,0
"245","1762_5","1762_2","1762_2",1762,"Abella2018",19.52083333,-96.99111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","managed","cattle field","intense","managed-substantial",1,0
"246","1762_5","1762_2","1762_3",1762,"Abella2018",19.52083333,-96.99111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","managed","cattle field","intense","managed-substantial",1,0
"247","1773_1","1773_1","1773_2",1773,"Forattini1995",-24.715246,-47.883378,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","remnant forest","minimal","primary vegetation-minimal",7,0
"248","1773_2","1773_1","1773_2",1773,"Forattini1995",-24.715246,-47.883378,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","rice paddy","intense","managed-substantial",4,0
"249","1773_3","1773_2","1773_1",1773,"Forattini1995",-24.715246,-47.883378,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","dwelling in agricultural area","intense","secondary vegetation-substantial",3,0
"250","1773_4","1773_3","1773_2",1773,"Forattini1995",-24.715246,-47.883378,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","partially disturbed secondary vegetation","light","secondary vegetation-substantial",9,0
"251","1810_1","1810_1","1810_2",1810,"Dantur2005",-23.237439,-64.268989,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Forest","minimal","primary vegetation-minimal",5,0
"252","1810_2","1810_1","1810_2",1810,"Dantur2005",-23.237439,-64.268989,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","managed","Forest edge","intense","managed-substantial",5,0
"253","1810_3","1810_1","1810_1",1810,"Dantur2005",-23.237439,-64.268989,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","urban","Peridomiciliary area","light","urban-substantial",4,0
"254","1810_3","1810_1","1810_2",1810,"Dantur2005",-23.237439,-64.268989,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","urban","Peridomiciliary area","light","urban-substantial",4,0
"255","1813_1","1813_1","1813_2",1813,"Nagm2007",2.792777778,-60.71777778,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","light","primary vegetation-substantial",1,1
"256","1813_1","1813_1","1813_5",1813,"Nagm2007",2.792777778,-60.71777778,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","light","primary vegetation-substantial",2,1
"257","1813_10","1813_5","1813_2",1813,"Nagm2007",3.242777778,-60.68444444,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",4,1
"258","1813_10","1813_5","1813_5",1813,"Nagm2007",3.242777778,-60.68444444,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",4,1
"259","1813_2","1813_1","1813_2",1813,"Nagm2007",2.709444444,-60.83444444,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",1,1
"260","1813_2","1813_1","1813_5",1813,"Nagm2007",2.909444444,-60.41777778,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",1,1
"261","1813_2","1813_1","1813_5",1813,"Nagm2007",2.709444444,-60.83444444,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",1,1
"262","1813_3","1813_3","1813_2",1813,"Nagm2007",2.909444444,-60.41777778,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",4,1
"263","1813_4","1813_1","1813_2",1813,"Nagm2007",2.792777778,-60.60111111,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","light","primary vegetation-substantial",3,1
"264","1813_4","1813_1","1813_5",1813,"Nagm2007",2.792777778,-60.60111111,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","light","primary vegetation-substantial",1,1
"265","1813_5","1813_1","1813_2",1813,"Nagm2007",2.926111111,-60.73444444,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","light","primary vegetation-substantial",1,1
"266","1813_5","1813_1","1813_5",1813,"Nagm2007",2.926111111,-60.73444444,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","light","primary vegetation-substantial",2,1
"267","1813_5","1813_1","1813_6",1813,"Nagm2007",2.926111111,-60.73444444,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","light","primary vegetation-substantial",1,1
"268","1813_6","1813_2","1813_2",1813,"Nagm2007",3.042777778,-60.85111111,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",1,1
"269","1813_6","1813_2","1813_5",1813,"Nagm2007",3.042777778,-60.85111111,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",2,1
"270","1813_7","1813_4","1813_1",1813,"Nagm2007",3.059444444,-61.30111111,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","managed","cropland","intense","managed-substantial",1,1
"271","1813_7","1813_4","1813_2",1813,"Nagm2007",3.059444444,-61.30111111,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","managed","cropland","intense","managed-substantial",4,1
"272","1813_7","1813_4","1813_5",1813,"Nagm2007",3.059444444,-61.30111111,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","managed","cropland","intense","managed-substantial",5,1
"273","1813_8","1813_4","1813_2",1813,"Nagm2007",2.942777778,-61.36777778,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","managed","pasture","intense","managed-substantial",3,1
"274","1813_8","1813_4","1813_5",1813,"Nagm2007",2.942777778,-61.36777778,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","managed","pasture","intense","managed-substantial",5,1
"275","1813_9","1813_5","1813_2",1813,"Nagm2007",3.192777778,-60.58444444,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",3,1
"276","1813_9","1813_5","1813_5",1813,"Nagm2007",3.192777778,-60.58444444,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",2,1
"277","1814_1","1814_1","1814_1",1814,"Abella2015",19.45416667,-97.00777778,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","cloud forest","minimal","primary vegetation-minimal",1,0
