"","site_number","study_block","study_sample","study_number","reference","lat","lon","country","biome","land_use","land_use_specific","land_use_intensity","LUI","richness","amazon"
"428","26_63","26_2","26_69",26,"Hendy2020",-3.07847,-60.00797,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",2,1
"429","26_64","26_2","26_61",26,"Hendy2020",-3.08023,-60.00415,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"430","26_65","26_2","26_14",26,"Hendy2020",-3.08231,-60.00599,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"431","26_65","26_2","26_2",26,"Hendy2020",-3.08231,-60.00599,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"432","26_67","26_2","26_63",26,"Hendy2020",-3.07854,-60.00598,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",2,1
"433","26_68","26_2","26_63",26,"Hendy2020",-3.07977,-60.00287,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",2,1
"434","26_69","26_2","26_59",26,"Hendy2020",-3.08054,-60.00113,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"435","26_69","26_2","26_67",26,"Hendy2020",-3.08058,-60.00144,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",2,1
"436","26_70","26_2","26_14",26,"Hendy2020",-3.08477,-60.0073,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"437","26_70","26_2","26_2",26,"Hendy2020",-3.08477,-60.0073,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"438","26_71","26_2","26_12",26,"Hendy2020",-3.07966,-60.00341,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"439","26_72","26_2","26_67",26,"Hendy2020",-3.08013,-60.00261,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"440","26_73","26_2","26_52",26,"Hendy2020",-3.08721,-60.0044,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"441","26_73","26_2","26_61",26,"Hendy2020",-3.08115,-60.00437,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"442","26_74","26_2","26_14",26,"Hendy2020",-3.08448,-60.00573,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",2,1
"443","26_74","26_2","26_2",26,"Hendy2020",-3.08448,-60.00573,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",2,1
"444","26_75","26_2","26_69",26,"Hendy2020",-3.08536,-60.00676,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"445","26_76","26_2","26_63",26,"Hendy2020",-3.08075,-60.00436,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",2,1
"446","26_78","26_2","26_59",26,"Hendy2020",-3.08295,-60.00185,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"447","26_78","26_2","26_69",26,"Hendy2020",-3.08276,-60.002,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"448","26_79","26_2","26_14",26,"Hendy2020",-3.08559,-60.00816,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"449","26_79","26_2","26_2",26,"Hendy2020",-3.08559,-60.00816,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"450","26_79","26_2","26_39",26,"Hendy2020",-3.08558,-60.00811,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"451","26_79","26_2","26_65",26,"Hendy2020",-3.08558,-60.00811,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"452","26_82","26_3","26_51",26,"Hendy2020",-3.08285,-59.95963,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"453","26_84","26_3","26_44",26,"Hendy2020",-3.09162,-59.96466,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"454","26_86","26_3","26_16",26,"Hendy2020",-3.10178,-59.9749,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"455","26_86","26_3","26_40",26,"Hendy2020",-3.10178,-59.97498,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"456","26_87","26_3","26_41",26,"Hendy2020",-3.08752,-59.96883,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"457","26_87","26_3","26_70",26,"Hendy2020",-3.08752,-59.96883,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"458","26_9","26_1","26_43",26,"Hendy2020",-3.10278,-60.04405,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"459","26_95","26_3","26_9",26,"Hendy2020",-3.09958,-59.98033,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"460","26_97","26_3","26_64",26,"Hendy2020",-3.10511,-59.97981,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"461","286_1","286_1","286_1",286,"Medeiros2019",-23.88393333,-46.74141667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","small village","light","managed-substantial",8,0
"462","286_2","286_2","286_2",286,"Medeiros2019",-23.90658333,-46.7081,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","small village","light","primary vegetation-substantial",10,0
"463","286_3","286_2","286_2",286,"Medeiros2019",-23.90926667,-46.70278333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","transitional area","light","secondary vegetation-substantial",9,0
"464","286_4","286_3","286_2",286,"Medeiros2019",-23.93963333,-46.69431667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",7,0
"465","299_1","299_1","299_3",299,"deSanti2016",3.75226,-53.555508,"French Guiana","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","gold mining site","intense","secondary vegetation-substantial",4,1
"466","299_2","299_2","299_2",299,"deSanti2016",3.3833255,-53.399958,"French Guiana","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","gold mining site","intense","secondary vegetation-substantial",3,1
"467","299_3","299_3","299_4",299,"deSanti2016",3.355829,-54.052881,"French Guiana","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest","minimal","primary vegetation-minimal",1,1
"468","299_4","299_4","299_1",299,"deSanti2016",3.712523,-53.914158,"French Guiana","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest","minimal","primary vegetation-minimal",1,1
"469","30_1","30_1","30_1",30,"Fe2003",-2.702154,-59.699339,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest","minimal","primary vegetation-minimal",2,1
"470","302_1","302_1","302_1",302,"Abella2020",18.32501,-91.081723,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary forest","minimal","primary vegetation-minimal",4,0
"471","302_1","302_1","302_2",302,"Abella2020",18.32501,-91.081723,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary forest","minimal","primary vegetation-minimal",6,0
"472","302_1","302_1","302_3",302,"Abella2020",18.32501,-91.081723,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary forest","minimal","primary vegetation-minimal",4,0
"473","302_2","302_1","302_1",302,"Abella2020",18.32501,-91.081723,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary forest","minimal","secondary vegetation-minimal",6,0
"474","302_2","302_1","302_2",302,"Abella2020",18.32501,-91.081723,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary forest","minimal","secondary vegetation-minimal",9,0
"475","302_2","302_1","302_3",302,"Abella2020",18.32501,-91.081723,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary forest","minimal","secondary vegetation-minimal",2,0
"476","302_3","302_2","302_1",302,"Abella2020",18.068098,-92.018048,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","managed","mango plantation","intense","managed-substantial",2,0
"477","302_3","302_2","302_2",302,"Abella2020",18.068098,-92.018048,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","managed","mango plantation","intense","managed-substantial",3,0
"478","302_3","302_2","302_3",302,"Abella2020",18.068098,-92.018048,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","managed","mango plantation","intense","managed-substantial",2,0
"479","310_1","310_1","310_1",310,"Montes2005",-23.36666667,-46.6,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",5,0
"480","310_2","310_1","310_1",310,"Montes2005",-23.36666667,-46.6,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","Atlantic forest ecotone","light","secondary vegetation-substantial",4,0
"481","310_3","310_1","310_1",310,"Montes2005",-23.36666667,-46.6,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Park administration areas and guardhouse","light","primary vegetation-substantial",3,0
"482","310_4","310_1","310_1",310,"Montes2005",-23.36666667,-46.6,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",3,0
"483","310_5","310_1","310_1",310,"Montes2005",-23.36666667,-46.6,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","Atlantic forest ecotone","light","secondary vegetation-substantial",5,0
"484","310_6","310_1","310_1",310,"Montes2005",-23.36666667,-46.6,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Park administration areas and guardhouse","light","primary vegetation-substantial",2,0
"485","435_1","435_1","435_2",435,"Lourenco1996",-1.916666667,-59.46666667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Amazon rainforest","minimal","primary vegetation-minimal",9,1
"486","435_2","435_1","435_4",435,"Lourenco1996",-1.916666667,-59.46666667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","settlement surrounded by forest","light","primary vegetation-substantial",2,1
"487","435_3","435_2","435_3",435,"Lourenco1996",-8.166666667,-62.48333333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Amazon rainforest","minimal","primary vegetation-minimal",8,1
"488","435_4","435_2","435_1",435,"Lourenco1996",-8.166666667,-62.48333333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","settlement surrounded by forest","light","primary vegetation-substantial",4,1
"489","46_1","46_1","46_1",46,"OrtaPineda2021",17.487598,-92.037855,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","young forest","light","secondary vegetation-substantial",8,0
"490","46_2","46_2","46_1",46,"OrtaPineda2021",17.487939,-92.043369,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","young forest","light","secondary vegetation-substantial",5,0
"491","46_3","46_3","46_1",46,"OrtaPineda2021",17.48164,-92.053204,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","tropical rainforest","minimal","primary vegetation-minimal",5,0
"492","479_1","479_1","479_1",479,"Muller2012",-25.38777778,-49.98277778,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","sugar and corn plantation","light","managed-substantial",4,0
"493","479_2","479_1","479_1",479,"Muller2012",-25.38777778,-49.98277778,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",3,0
"494","497_1","497_1","497_1",497,"Martins2018",-7.578333333,-72.73333333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","deforested area/peri-urban","intense","urban-substantial",8,1
"495","497_2","497_2","497_1",497,"Martins2018",-7.611666667,-72.78333333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",7,1
"496","497_3","497_3","497_1",497,"Martins2018",-7.645,-72.68333333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","urban","intense","urban-substantial",6,1
"497","497_4","497_4","497_1",497,"Martins2018",-7.561666667,-72.75,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","fish farm","intense","managed-substantial",5,1
"498","510_1","510_1","510_2",510,"Guimaraes2000",-24.999,-48.016,"Brazil","Mangroves","primary vegetation","swamp","minimal","primary vegetation-minimal",11,0
"499","510_2","510_2","510_2",510,"Guimaraes2000",-24.999,-48.016,"Brazil","Mangroves","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",9,0
"500","510_3","510_3","510_2",510,"Guimaraes2000",-24.999,-48.016,"Brazil","Mangroves","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",10,0
"501","510_4","510_4","510_1",510,"Guimaraes2000",-24.999,-48.016,"Brazil","Mangroves","primary vegetation","residence inside forest","light","primary vegetation-substantial",10,0
"502","520_1","520_1","520_1",520,"Cruz2012",20.970907,-97.338189,"Mexico","Mangroves","primary vegetation","peri-urban","intense","primary vegetation-substantial",3,0
"503","520_2","520_2","520_1",520,"Cruz2012",20.951694,-97.455984,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","peri-urban","intense","primary vegetation-substantial",2,0
"504","520_3","520_3","520_1",520,"Cruz2012",20.977031,-97.390941,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","urban","urban","intense","urban-substantial",2,0
"505","520_4","520_4","520_1",520,"Cruz2012",20.955888,-97.396104,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","urban","urban","intense","urban-substantial",3,0
"506","540_1","540_1","540_1",540,"Pereira2021",-1.800861111,-60.25852778,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","Amazonian rural settlement","intense","secondary vegetation-substantial",1,1
"507","540_2","540_1","540_1",540,"Pereira2021",-1.800861111,-60.25852778,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","forest edge","light","secondary vegetation-substantial",4,1
"508","540_3","540_1","540_1",540,"Pereira2021",-1.800861111,-60.25852778,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Amazon rainforest","minimal","primary vegetation-minimal",2,1
"509","543_1","543_1","543_1",543,"Almeida2020",-1.817333333,-60.31766667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Amazon rainforest","minimal","primary vegetation-minimal",1,1
"510","543_2","543_1","543_1",543,"Almeida2020",-1.817333333,-60.31766667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","forest fringe","light","secondary vegetation-substantial",2,1
"511","543_3","543_1","543_1",543,"Almeida2020",-1.817333333,-60.31766667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","deforested rural settlement","intense","secondary vegetation-substantial",2,1
"512","546_1","546_1","546_2",546,"Chaverri2018",10.430655,-84.006795,"Costa Rica","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","residential area in the Biological station","light","primary vegetation-substantial",1,0
"513","582_1","582_1","582_1",582,"Turell2008",-3.816666667,-73.36666667,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","tropical rainforest","intense","primary vegetation-substantial",10,1
"514","582_2","582_1","582_1",582,"Turell2008",-3.816666667,-73.36666667,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","tropical rainforest","minimal","primary vegetation-minimal",9,1
"515","598_1","598_1","598_1",598,"Silva2014",-8.2875,-35.03333333,"Brazil","Mangroves","secondary vegetation","domestic area","light","secondary vegetation-substantial",2,0
"516","598_2","598_1","598_1",598,"Silva2014",-8.2875,-35.03333333,"Brazil","Mangroves","secondary vegetation","peridomestic area","light","secondary vegetation-substantial",3,0
"517","598_3","598_1","598_1",598,"Silva2014",-8.2875,-35.03333333,"Brazil","Mangroves","secondary vegetation","Atlantic forest characterised by secondary vegetation","minimal","secondary vegetation-minimal",1,0
"518","604_1","604_1","604_1",604,"Chaves2016",-25.037955,-47.9444,"Brazil","Mangroves","primary vegetation","tropical rainforest, Atlantic forest","minimal","primary vegetation-minimal",9,0
"519","604_2","604_1","604_1",604,"Chaves2016",-25.037955,-47.9444,"Brazil","Mangroves","primary vegetation","restinga","minimal","primary vegetation-minimal",7,0
"520","604_3","604_2","604_1",604,"Chaves2016",-25.037955,-47.9444,"Brazil","Mangroves","managed","cropland","light","managed-substantial",5,0
"521","621_1","621_1","621_1",621,"Dusfour2012",3.750283333,-53.54895,"French Guiana","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","gold mine","intense","primary vegetation-substantial",1,1
"522","621_1","621_1","621_2",621,"Dusfour2012",3.750283333,-53.54895,"French Guiana","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","gold mine","intense","primary vegetation-substantial",4,1
"523","621_2","621_2","621_1",621,"Dusfour2012",3.661266667,-53.9639,"French Guiana","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","tropical rainforest","minimal","primary vegetation-minimal",1,1
"524","681_1","681_1","681_2",681,"Smith2009",18.451758,-66.06692,"Puerto Rico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest","light","primary vegetation-substantial",1,0
"525","681_1","681_1","681_5",681,"Smith2009",18.451758,-66.06692,"Puerto Rico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest","light","primary vegetation-substantial",1,0
"526","681_3","681_1","681_5",681,"Smith2009",18.451758,-66.06692,"Puerto Rico","Tropical & Subtropical Moist Broadleaf Forests","urban","low density housing, periurban","light","urban-substantial",1,0
"527","681_4","681_1","681_2",681,"Smith2009",18.451758,-66.06692,"Puerto Rico","Tropical & Subtropical Moist Broadleaf Forests","urban","urban green space","light","urban-substantial",1,0
"528","681_4","681_1","681_5",681,"Smith2009",18.451758,-66.06692,"Puerto Rico","Tropical & Subtropical Moist Broadleaf Forests","urban","urban green space","light","urban-substantial",1,0
"529","681_5","681_1","681_1",681,"Smith2009",18.451758,-66.06692,"Puerto Rico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","wetland","light","primary vegetation-substantial",2,0
"530","681_5","681_1","681_2",681,"Smith2009",18.451758,-66.06692,"Puerto Rico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","wetland","light","primary vegetation-substantial",2,0
"531","681_5","681_1","681_5",681,"Smith2009",18.451758,-66.06692,"Puerto Rico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","wetland","light","primary vegetation-substantial",1,0
"532","704_1","704_1","704_2",704,"Duque2019",-0.406944444,-76.62055556,"Ecuador","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Forest ecotone","minimal","primary vegetation-minimal",1,1
"533","704_2","704_2","704_2",704,"Duque2019",-0.406944444,-76.62055556,"Ecuador","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Forest ecotone","light","primary vegetation-substantial",1,1
"534","704_3","704_3","704_1",704,"Duque2019",-0.406944444,-76.62055556,"Ecuador","Tropical & Subtropical Moist Broadleaf Forests","urban","Urban","intense","urban-substantial",1,1
"535","704_3","704_3","704_2",704,"Duque2019",-0.406944444,-76.62055556,"Ecuador","Tropical & Subtropical Moist Broadleaf Forests","urban","Urban","intense","urban-substantial",2,1
"536","704_3","704_3","704_3",704,"Duque2019",-0.406944444,-76.62055556,"Ecuador","Tropical & Subtropical Moist Broadleaf Forests","urban","Urban","intense","urban-substantial",1,1
"537","712_1","712_1","712_1",712,"Rodrigues2014",-1.425555556,-48.43472222,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","livestock grazing","intense","managed-substantial",5,1
"538","712_1","712_1","712_2",712,"Rodrigues2014",-1.425555556,-48.43472222,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","livestock grazing","intense","managed-substantial",4,1
"539","712_1","712_1","712_4",712,"Rodrigues2014",-1.425555556,-48.43472222,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","livestock grazing","intense","managed-substantial",4,1
"540","712_1","712_1","712_6",712,"Rodrigues2014",-1.425555556,-48.43472222,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","livestock grazing","intense","managed-substantial",5,1
"541","712_2","712_2","712_3",712,"Rodrigues2014",-8.092222222,-64.00138889,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","tropical rainforest","minimal","primary vegetation-minimal",1,1
"542","712_2","712_2","712_5",712,"Rodrigues2014",-8.092222222,-64.00138889,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","tropical rainforest","minimal","primary vegetation-minimal",1,1
"543","712_2","712_2","712_7",712,"Rodrigues2014",-8.092222222,-64.00138889,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","tropical rainforest","minimal","primary vegetation-minimal",1,1
"544","73_1","73_1","73_1",73,"Ramirez2018",-25.67056389,-54.55408333,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary subtropical rainforest","minimal","primary vegetation-minimal",6,0
"545","73_1","73_1","73_2",73,"Ramirez2018",-25.67056389,-54.55408333,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary subtropical rainforest","minimal","primary vegetation-minimal",6,0
"546","73_1","73_1","73_3",73,"Ramirez2018",-25.67056389,-54.55408333,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary subtropical rainforest","minimal","primary vegetation-minimal",6,0
"547","73_1","73_1","73_4",73,"Ramirez2018",-25.67056389,-54.55408333,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary subtropical rainforest","minimal","primary vegetation-minimal",1,0
"548","73_2","73_2","73_1",73,"Ramirez2018",-25.65389722,-54.57075,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","rural, periurban and deforested","light","secondary vegetation-substantial",6,0
"549","73_2","73_2","73_2",73,"Ramirez2018",-25.65389722,-54.57075,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","rural, periurban and deforested","light","secondary vegetation-substantial",6,0
"550","73_2","73_2","73_3",73,"Ramirez2018",-25.65389722,-54.57075,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","rural, periurban and deforested","light","secondary vegetation-substantial",6,0
"551","73_2","73_2","73_4",73,"Ramirez2018",-25.65389722,-54.57075,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","rural, periurban and deforested","light","secondary vegetation-substantial",1,0
"552","73_3","73_3","73_1",73,"Ramirez2018",-25.62056389,-54.57075,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","urban","urban","intense","urban-substantial",3,0
"553","73_3","73_3","73_2",73,"Ramirez2018",-25.62056389,-54.57075,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","urban","urban","intense","urban-substantial",5,0
"554","73_3","73_3","73_3",73,"Ramirez2018",-25.62056389,-54.57075,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","urban","urban","intense","urban-substantial",5,0
"555","733_1","733_1","733_1",733,"Abou2017",6.22,-61.54,"Venezuela","Tropical & Subtropical Moist Broadleaf Forests","urban","urban conglomerate","intense","urban-substantial",3,1
"556","733_1","733_1","733_2",733,"Abou2017",6.22,-61.54,"Venezuela","Tropical & Subtropical Moist Broadleaf Forests","urban","urban conglomerate","intense","urban-substantial",3,1
"557","733_1","733_1","733_3",733,"Abou2017",6.22,-61.54,"Venezuela","Tropical & Subtropical Moist Broadleaf Forests","urban","urban conglomerate","intense","urban-substantial",4,1
"558","733_2","733_2","733_1",733,"Abou2017",6.22,-61.54,"Venezuela","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","gold mine","intense","secondary vegetation-substantial",5,1
"559","733_2","733_2","733_2",733,"Abou2017",6.22,-61.54,"Venezuela","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","gold mine","intense","secondary vegetation-substantial",3,1
"560","733_2","733_2","733_3",733,"Abou2017",6.22,-61.54,"Venezuela","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","gold mine","intense","secondary vegetation-substantial",3,1
"561","733_2","733_2","733_4",733,"Abou2017",6.22,-61.54,"Venezuela","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","gold mine","intense","secondary vegetation-substantial",4,1
"562","738_1","738_1","738_2",738,"Forattini1993",-24.695764,-47.902552,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primitive Atlantic forest","intense","primary vegetation-substantial",14,0
"563","738_2","738_1","738_2",738,"Forattini1993",-24.695764,-47.902552,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","rice paddy","intense","managed-substantial",15,0
"564","738_3","738_2","738_2",738,"Forattini1993",-24.695764,-47.902552,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primitive Atlantic forest","minimal","primary vegetation-minimal",16,0
"565","738_4","738_1","738_1",738,"Forattini1993",-24.695764,-47.902552,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","rice paddy","intense","managed-substantial",5,0
"566","738_5","738_1","738_1",738,"Forattini1993",-24.695764,-47.902552,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","rice paddy","intense","managed-substantial",5,0
"567","738_6","738_1","738_1",738,"Forattini1993",-24.695764,-47.902552,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primitive Atlantic forest","intense","primary vegetation-substantial",10,0
"568","767_1","767_1","767_1",767,"Vieira2020",-11.84805556,-55.64916667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","urban forest park","light","primary vegetation-substantial",10,1
"569","767_2","767_1","767_1",767,"Vieira2020",-11.84805556,-55.64916667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","forest remnants, deforested area","intense","secondary vegetation-substantial",11,1
"570","767_3","767_1","767_1",767,"Vieira2020",-11.84805556,-55.64916667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","urban centre","intense","urban-substantial",2,1
"571","798_1","798_1","798_1",798,"Correa2014",-22.77472222,-43.44758333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","agriculture","intense","managed-substantial",6,0
"572","798_1","798_1","798_2",798,"Correa2014",-22.77472222,-43.44758333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","agriculture","intense","managed-substantial",3,0
"573","798_2","798_2","798_1",798,"Correa2014",-22.77472222,-43.46425,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","light","primary vegetation-substantial",1,0
"574","798_2","798_2","798_2",798,"Correa2014",-22.77472222,-43.46425,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","light","primary vegetation-substantial",2,0
