Species_name
Anopheles albimanus
Anopheles albitarsis
Anopheles aquasalis
Anopheles darlingi
Anopheles freeborni
Anopheles marajoara
Anopheles nuneztovari
Anopheles pseudopunctipennis
Anopheles quadrimaculatus
