"","X","study_number","lon","lat","reference","site_name","site_number","study_block","country","habitat_description","land_use_specific","land_use","land_use_intensity","species_study_name","genus","species","metric","sample_month","sample_start","sample_start_year","sample_end","sampling_method","sampling_effort","sampling_effort_unit","collection","sample_season","sample_daytime","development_stage","measurement","adjusted_measurement","species_studied","eco_name","biome","study_sample","measurement_adj","species_name","land_use_intensity_agg","LUI"
"6523",19167,435,-59.46666667,-1.916666667,"Lourenco1996","Balbina","435_1","435_1","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles mattogrossensis Lutz & Neiva","Anopheles","mattogrossensis","abundance","September-October","06/09/1988",1988,"20/10/1989","human bait",9,"man hours","outdoor",NA,"night","adult",6,NA,"multiple","Uatuma-Trombetas moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_2",0.666666666666667,"Anopheles mattogrossensis","minimal","primary vegetation-minimal"
"6524",19168,435,-59.46666667,-1.916666667,"Lourenco1996","Balbina","435_1","435_1","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles mattogrossensis Lutz & Neiva","Anopheles","mattogrossensis","abundance","September-October","06/09/1988",1988,"20/10/1989","human bait",9,"man hours","outdoor",NA,"night","adult",6,NA,"multiple","Uatuma-Trombetas moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_2",0.666666666666667,"Anopheles mattogrossensis","minimal","primary vegetation-minimal"
"6525",19169,435,-59.46666667,-1.916666667,"Lourenco1996","Balbina","435_1","435_1","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles mediopunctatus (Theobald)","Anopheles","mediopunctatus","abundance","September-October","06/09/1988",1988,"20/10/1989","human bait",9,"man hours","outdoor",NA,"night","adult",64,NA,"multiple","Uatuma-Trombetas moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_2",7.11111111111111,"Anopheles mediopunctatus","minimal","primary vegetation-minimal"
"6526",19170,435,-59.46666667,-1.916666667,"Lourenco1996","Balbina","435_1","435_1","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles mediopunctatus (Theobald)","Anopheles","mediopunctatus","abundance","September-October","06/09/1988",1988,"20/10/1989","human bait",9,"man hours","outdoor",NA,"night","adult",64,NA,"multiple","Uatuma-Trombetas moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_2",7.11111111111111,"Anopheles mediopunctatus","minimal","primary vegetation-minimal"
"6527",19171,435,-59.46666667,-1.916666667,"Lourenco1996","Balbina","435_1","435_1","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles nuneztovari Gabaldon","Anopheles","nuneztovari","abundance","September-October","06/09/1988",1988,"20/10/1989","human bait",9,"man hours","outdoor",NA,"night","adult",840,NA,"multiple","Uatuma-Trombetas moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_2",93.3333333333333,"Anopheles nuneztovari","minimal","primary vegetation-minimal"
"6528",19172,435,-59.46666667,-1.916666667,"Lourenco1996","Balbina","435_1","435_1","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles nuneztovari Gabaldon","Anopheles","nuneztovari","abundance","September-October","06/09/1988",1988,"20/10/1989","human bait",9,"man hours","outdoor",NA,"night","adult",840,NA,"multiple","Uatuma-Trombetas moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_2",93.3333333333333,"Anopheles nuneztovari","minimal","primary vegetation-minimal"
"6529",19173,435,-59.46666667,-1.916666667,"Lourenco1996","Balbina","435_1","435_1","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles oswaldoi (Peryassu)","Anopheles","oswaldoi","abundance","September-October","06/09/1988",1988,"20/10/1989","human bait",9,"man hours","outdoor",NA,"night","adult",742,NA,"multiple","Uatuma-Trombetas moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_2",82.4444444444444,"Anopheles oswaldoi","minimal","primary vegetation-minimal"
"6530",19174,435,-59.46666667,-1.916666667,"Lourenco1996","Balbina","435_1","435_1","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles oswaldoi (Peryassu)","Anopheles","oswaldoi","abundance","September-October","06/09/1988",1988,"20/10/1989","human bait",9,"man hours","outdoor",NA,"night","adult",742,NA,"multiple","Uatuma-Trombetas moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_2",82.4444444444444,"Anopheles oswaldoi","minimal","primary vegetation-minimal"
"6531",19175,435,-59.46666667,-1.916666667,"Lourenco1996","Balbina","435_1","435_1","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles peryassui Dyar & Knab","Anopheles","peryassui","abundance","September-October","06/09/1988",1988,"20/10/1989","human bait",9,"man hours","outdoor",NA,"night","adult",3,NA,"multiple","Uatuma-Trombetas moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_2",0.333333333333333,"Anopheles peryassui","minimal","primary vegetation-minimal"
"6532",19176,435,-59.46666667,-1.916666667,"Lourenco1996","Balbina","435_1","435_1","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles peryassui Dyar & Knab","Anopheles","peryassui","abundance","September-October","06/09/1988",1988,"20/10/1989","human bait",9,"man hours","outdoor",NA,"night","adult",3,NA,"multiple","Uatuma-Trombetas moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_2",0.333333333333333,"Anopheles peryassui","minimal","primary vegetation-minimal"
"6533",19177,435,-59.46666667,-1.916666667,"Lourenco1996","Balbina","435_1","435_1","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles shannoni Davis","Anopheles","shannoni","abundance","September-October","06/09/1988",1988,"20/10/1989","human bait",9,"man hours","outdoor",NA,"night","adult",2,NA,"multiple","Uatuma-Trombetas moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_2",0.222222222222222,"Anopheles shannoni","minimal","primary vegetation-minimal"
"6534",19178,435,-59.46666667,-1.916666667,"Lourenco1996","Balbina","435_1","435_1","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles shannoni Davis","Anopheles","shannoni","abundance","September-October","06/09/1988",1988,"20/10/1989","human bait",9,"man hours","outdoor",NA,"night","adult",2,NA,"multiple","Uatuma-Trombetas moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_2",0.222222222222222,"Anopheles shannoni","minimal","primary vegetation-minimal"
"6535",19179,435,-59.46666667,-1.916666667,"Lourenco1996","Balbina","435_1","435_1","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles triannulatus (Neiva & Pinto)","Anopheles","triannulatus","abundance","September-October","06/09/1988",1988,"20/10/1989","human bait",9,"man hours","outdoor",NA,"night","adult",102,NA,"multiple","Uatuma-Trombetas moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_2",11.3333333333333,"Anopheles triannulatus","minimal","primary vegetation-minimal"
"6536",19180,435,-59.46666667,-1.916666667,"Lourenco1996","Balbina","435_1","435_1","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles triannulatus (Neiva & Pinto)","Anopheles","triannulatus","abundance","September-October","06/09/1988",1988,"20/10/1989","human bait",9,"man hours","outdoor",NA,"night","adult",102,NA,"multiple","Uatuma-Trombetas moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_2",11.3333333333333,"Anopheles triannulatus","minimal","primary vegetation-minimal"
"6537",19181,435,-59.46666667,-1.916666667,"Lourenco1996","Balbina","435_2","435_1","Brazil","outside forest","settlement surrounded by forest","primary vegetation","light","Anopheles darlingi Root","Anopheles","darlingi","abundance","September-October","27/09/1988",1988,"29/09/1988","human bait",20,"man hours","outdoor",NA,"night","adult",16,NA,"multiple","Uatuma-Trombetas moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_4",0.8,"Anopheles darlingi","substantial","primary vegetation-substantial"
"6538",19182,435,-59.46666667,-1.916666667,"Lourenco1996","Balbina","435_2","435_1","Brazil","outside forest","settlement surrounded by forest","primary vegetation","light","Anopheles darlingi Root","Anopheles","darlingi","abundance","September-October","27/09/1988",1988,"29/09/1988","human bait",20,"man hours","outdoor",NA,"night","adult",16,NA,"multiple","Uatuma-Trombetas moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_4",0.8,"Anopheles darlingi","substantial","primary vegetation-substantial"
"6539",19183,435,-59.46666667,-1.916666667,"Lourenco1996","Balbina","435_2","435_1","Brazil","outside forest","settlement surrounded by forest","primary vegetation","light","Anopheles oswaldoi (Peryassu)","Anopheles","oswaldoi","abundance","September-October","27/09/1988",1988,"29/09/1988","human bait",20,"man hours","outdoor",NA,"night","adult",3,NA,"multiple","Uatuma-Trombetas moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_4",0.15,"Anopheles oswaldoi","substantial","primary vegetation-substantial"
"6540",19184,435,-59.46666667,-1.916666667,"Lourenco1996","Balbina","435_2","435_1","Brazil","outside forest","settlement surrounded by forest","primary vegetation","light","Anopheles oswaldoi (Peryassu)","Anopheles","oswaldoi","abundance","September-October","27/09/1988",1988,"29/09/1988","human bait",20,"man hours","outdoor",NA,"night","adult",3,NA,"multiple","Uatuma-Trombetas moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_4",0.15,"Anopheles oswaldoi","substantial","primary vegetation-substantial"
"6541",19185,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_3","435_2","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles darlingi Root","Anopheles","darlingi","abundance","February-March and August-July","17/02/1989",1989,"Jul-91","human bait",3402,"man hours","outdoor",NA,"night","adult",1,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_3",0.000293944738389183,"Anopheles darlingi","minimal","primary vegetation-minimal"
"6542",19186,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_3","435_2","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles darlingi Root","Anopheles","darlingi","abundance","February-March and August-July","17/02/1989",1989,"Jul-91","human bait",3402,"man hours","outdoor",NA,"night","adult",1,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_3",0.000293944738389183,"Anopheles darlingi","minimal","primary vegetation-minimal"
"6543",19187,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_3","435_2","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles evansae (Brethes)","Anopheles","evansae","abundance","February-March and August-July","17/02/1989",1989,"Jul-91","human bait",3402,"man hours","outdoor",NA,"night","adult",22,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_3",0.00646678424456202,"Anopheles evansae","minimal","primary vegetation-minimal"
"6544",19188,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_3","435_2","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles evansae (Brethes)","Anopheles","evansae","abundance","February-March and August-July","17/02/1989",1989,"Jul-91","human bait",3402,"man hours","outdoor",NA,"night","adult",22,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_3",0.00646678424456202,"Anopheles evansae","minimal","primary vegetation-minimal"
"6545",19189,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_3","435_2","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles mediopunctatus (Theobald)","Anopheles","mediopunctatus","abundance","February-March and August-July","17/02/1989",1989,"Jul-91","human bait",3402,"man hours","outdoor",NA,"night","adult",5946,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_3",1.74779541446208,"Anopheles mediopunctatus","minimal","primary vegetation-minimal"
"6546",19190,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_3","435_2","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles mediopunctatus (Theobald)","Anopheles","mediopunctatus","abundance","February-March and August-July","17/02/1989",1989,"Jul-91","human bait",3402,"man hours","outdoor",NA,"night","adult",5946,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_3",1.74779541446208,"Anopheles mediopunctatus","minimal","primary vegetation-minimal"
"6547",19191,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_3","435_2","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles nimbus (Theobald)","Anopheles","nimbus","abundance","February-March and August-July","17/02/1989",1989,"Jul-91","human bait",3402,"man hours","outdoor",NA,"night","adult",3,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_3",0.000881834215167548,"Anopheles nimbus","minimal","primary vegetation-minimal"
"6548",19192,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_3","435_2","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles nimbus (Theobald)","Anopheles","nimbus","abundance","February-March and August-July","17/02/1989",1989,"Jul-91","human bait",3402,"man hours","outdoor",NA,"night","adult",3,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_3",0.000881834215167548,"Anopheles nimbus","minimal","primary vegetation-minimal"
"6549",19193,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_3","435_2","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles nuneztovari Gabaldon","Anopheles","nuneztovari","abundance","February-March and August-July","17/02/1989",1989,"Jul-91","human bait",3402,"man hours","outdoor",NA,"night","adult",1227,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_3",0.360670194003527,"Anopheles nuneztovari","minimal","primary vegetation-minimal"
"6550",19194,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_3","435_2","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles nuneztovari Gabaldon","Anopheles","nuneztovari","abundance","February-March and August-July","17/02/1989",1989,"Jul-91","human bait",3402,"man hours","outdoor",NA,"night","adult",1227,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_3",0.360670194003527,"Anopheles nuneztovari","minimal","primary vegetation-minimal"
"6551",19195,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_3","435_2","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles oswaldoi (Peryassu)","Anopheles","oswaldoi","abundance","February-March and August-July","17/02/1989",1989,"Jul-91","human bait",3402,"man hours","outdoor",NA,"night","adult",216,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_3",0.0634920634920635,"Anopheles oswaldoi","minimal","primary vegetation-minimal"
"6552",19196,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_3","435_2","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles oswaldoi (Peryassu)","Anopheles","oswaldoi","abundance","February-March and August-July","17/02/1989",1989,"Jul-91","human bait",3402,"man hours","outdoor",NA,"night","adult",216,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_3",0.0634920634920635,"Anopheles oswaldoi","minimal","primary vegetation-minimal"
"6553",19197,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_3","435_2","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles shannoni Davis","Anopheles","shannoni","abundance","February-March and August-July","17/02/1989",1989,"Jul-91","human bait",3402,"man hours","outdoor",NA,"night","adult",888,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_3",0.261022927689594,"Anopheles shannoni","minimal","primary vegetation-minimal"
"6554",19198,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_3","435_2","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles shannoni Davis","Anopheles","shannoni","abundance","February-March and August-July","17/02/1989",1989,"Jul-91","human bait",3402,"man hours","outdoor",NA,"night","adult",888,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_3",0.261022927689594,"Anopheles shannoni","minimal","primary vegetation-minimal"
"6555",19199,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_3","435_2","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles triannulatus (Neiva & Pinto)","Anopheles","triannulatus","abundance","February-March and August-July","17/02/1989",1989,"Jul-91","human bait",3402,"man hours","outdoor",NA,"night","adult",132,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_3",0.0388007054673721,"Anopheles triannulatus","minimal","primary vegetation-minimal"
"6556",19200,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_3","435_2","Brazil","inside forest","Amazon rainforest","primary vegetation","minimal","Anopheles triannulatus (Neiva & Pinto)","Anopheles","triannulatus","abundance","February-March and August-July","17/02/1989",1989,"Jul-91","human bait",3402,"man hours","outdoor",NA,"night","adult",132,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_3",0.0388007054673721,"Anopheles triannulatus","minimal","primary vegetation-minimal"
"6557",19203,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_4","435_2","Brazil","outside forest","settlement surrounded by forest","primary vegetation","light","Anopheles darlingi Root","Anopheles","darlingi","abundance","February-March and August-July","23/07/1991",1991,"31/07/1991","human and cow bait",6,"man hours","outdoor",NA,"night","adult",274,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_1",45.6666666666667,"Anopheles darlingi","substantial","primary vegetation-substantial"
"6558",19204,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_4","435_2","Brazil","outside forest","settlement surrounded by forest","primary vegetation","light","Anopheles darlingi Root","Anopheles","darlingi","abundance","February-March and August-July","23/07/1991",1991,"31/07/1991","human and cow bait",6,"man hours","outdoor",NA,"night","adult",274,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_1",45.6666666666667,"Anopheles darlingi","substantial","primary vegetation-substantial"
"6559",19205,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_4","435_2","Brazil","outside forest","settlement surrounded by forest","primary vegetation","light","Anopheles marajoara Galvao & Damasceno","Anopheles","marajoara","abundance","February-March and August-July","23/07/1991",1991,"31/07/1991","human and cow bait",6,"man hours","outdoor",NA,"night","adult",55,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_1",9.16666666666667,"Anopheles marajoara","substantial","primary vegetation-substantial"
"6560",19206,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_4","435_2","Brazil","outside forest","settlement surrounded by forest","primary vegetation","light","Anopheles marajoara Galvao & Damasceno","Anopheles","marajoara","abundance","February-March and August-July","23/07/1991",1991,"31/07/1991","human and cow bait",6,"man hours","outdoor",NA,"night","adult",55,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_1",9.16666666666667,"Anopheles marajoara","substantial","primary vegetation-substantial"
"6561",19207,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_4","435_2","Brazil","outside forest","settlement surrounded by forest","primary vegetation","light","Anopheles nuneztovari Gabaldon","Anopheles","nuneztovari","abundance","February-March and August-July","23/07/1991",1991,"31/07/1991","human and cow bait",6,"man hours","outdoor",NA,"night","adult",4,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_1",0.666666666666667,"Anopheles nuneztovari","substantial","primary vegetation-substantial"
"6562",19208,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_4","435_2","Brazil","outside forest","settlement surrounded by forest","primary vegetation","light","Anopheles nuneztovari Gabaldon","Anopheles","nuneztovari","abundance","February-March and August-July","23/07/1991",1991,"31/07/1991","human and cow bait",6,"man hours","outdoor",NA,"night","adult",4,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_1",0.666666666666667,"Anopheles nuneztovari","substantial","primary vegetation-substantial"
"6563",19209,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_4","435_2","Brazil","outside forest","settlement surrounded by forest","primary vegetation","light","Anopheles shannoni Davis","Anopheles","shannoni","abundance","February-March and August-July","23/07/1991",1991,"31/07/1991","human and cow bait",6,"man hours","outdoor",NA,"night","adult",1,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_1",0.166666666666667,"Anopheles shannoni","substantial","primary vegetation-substantial"
"6564",19210,435,-62.48333333,-8.166666667,"Lourenco1996","Samuel","435_4","435_2","Brazil","outside forest","settlement surrounded by forest","primary vegetation","light","Anopheles shannoni Davis","Anopheles","shannoni","abundance","February-March and August-July","23/07/1991",1991,"31/07/1991","human and cow bait",6,"man hours","outdoor",NA,"night","adult",1,NA,"multiple","Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests","435_1",0.166666666666667,"Anopheles shannoni","substantial","primary vegetation-substantial"
"6565",19211,46,-92.037855,17.487598,"OrtaPineda2021","Eco-hotel","46_1","46_1","Mexico","eco-hotel with small remnants of forest at different stages of regeneration","young forest","secondary vegetation","light","Aedes aegypti","Aedes","aegypti","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",1,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0.0015625,"Aedes aegypti","substantial","secondary vegetation-substantial"
"6566",19212,46,-92.037855,17.487598,"OrtaPineda2021","Eco-hotel","46_1","46_1","Mexico","eco-hotel with small remnants of forest at different stages of regeneration","young forest","secondary vegetation","light","Aedes albopictus","Aedes","albopictus","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",4,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0.00625,"Aedes albopictus","substantial","secondary vegetation-substantial"
"6567",19213,46,-92.037855,17.487598,"OrtaPineda2021","Eco-hotel","46_1","46_1","Mexico","eco-hotel with small remnants of forest at different stages of regeneration","young forest","secondary vegetation","light","Aedes podographicus","Aedes","podographicus","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",4,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0.00625,"Aedes podographicus","substantial","secondary vegetation-substantial"
"6568",19214,46,-92.037855,17.487598,"OrtaPineda2021","Eco-hotel","46_1","46_1","Mexico","eco-hotel with small remnants of forest at different stages of regeneration","young forest","secondary vegetation","light","Aedes scapularis","Aedes","scapularis","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",5,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0.0078125,"Aedes scapularis","substantial","secondary vegetation-substantial"
"6569",19215,46,-92.037855,17.487598,"OrtaPineda2021","Eco-hotel","46_1","46_1","Mexico","eco-hotel with small remnants of forest at different stages of regeneration","young forest","secondary vegetation","light","Aedes taeniorhynchus","Aedes","taeniorhynchus","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",3,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0.0046875,"Aedes taeniorhynchus","substantial","secondary vegetation-substantial"
"6570",19216,46,-92.037855,17.487598,"OrtaPineda2021","Eco-hotel","46_1","46_1","Mexico","eco-hotel with small remnants of forest at different stages of regeneration","young forest","secondary vegetation","light","Aedes tormentor","Aedes","tormentor","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",12,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0.01875,"Aedes tormentor","substantial","secondary vegetation-substantial"
"6571",19217,46,-92.037855,17.487598,"OrtaPineda2021","Eco-hotel","46_1","46_1","Mexico","eco-hotel with small remnants of forest at different stages of regeneration","young forest","secondary vegetation","light","Anopheles eiseni","Anopheles","eiseni","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",14,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0.021875,"Anopheles eiseni","substantial","secondary vegetation-substantial"
"6572",19218,46,-92.037855,17.487598,"OrtaPineda2021","Eco-hotel","46_1","46_1","Mexico","eco-hotel with small remnants of forest at different stages of regeneration","young forest","secondary vegetation","light","Anopheles pseudopunctipennis","Anopheles","pseudopunctipennis","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",3,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0.0046875,"Anopheles pseudopunctipennis","substantial","secondary vegetation-substantial"
"6573",19229,46,-92.043369,17.487939,"OrtaPineda2021","Cultural center","46_2","46_2","Mexico","cultural center with small remnants of forest at different stages of regeneration","young forest","secondary vegetation","light","Aedes aegypti","Aedes","aegypti","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",0,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0,"Aedes aegypti","substantial","secondary vegetation-substantial"
"6574",19230,46,-92.043369,17.487939,"OrtaPineda2021","Cultural center","46_2","46_2","Mexico","cultural center with small remnants of forest at different stages of regeneration","young forest","secondary vegetation","light","Aedes albopictus","Aedes","albopictus","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",19,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0.0296875,"Aedes albopictus","substantial","secondary vegetation-substantial"
"6575",19231,46,-92.043369,17.487939,"OrtaPineda2021","Cultural center","46_2","46_2","Mexico","cultural center with small remnants of forest at different stages of regeneration","young forest","secondary vegetation","light","Aedes podographicus","Aedes","podographicus","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",1,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0.0015625,"Aedes podographicus","substantial","secondary vegetation-substantial"
"6576",19232,46,-92.043369,17.487939,"OrtaPineda2021","Cultural center","46_2","46_2","Mexico","cultural center with small remnants of forest at different stages of regeneration","young forest","secondary vegetation","light","Aedes scapularis","Aedes","scapularis","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",51,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0.0796875,"Aedes scapularis","substantial","secondary vegetation-substantial"
"6577",19233,46,-92.043369,17.487939,"OrtaPineda2021","Cultural center","46_2","46_2","Mexico","cultural center with small remnants of forest at different stages of regeneration","young forest","secondary vegetation","light","Aedes taeniorhynchus","Aedes","taeniorhynchus","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",2,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0.003125,"Aedes taeniorhynchus","substantial","secondary vegetation-substantial"
"6578",19234,46,-92.043369,17.487939,"OrtaPineda2021","Cultural center","46_2","46_2","Mexico","cultural center with small remnants of forest at different stages of regeneration","young forest","secondary vegetation","light","Aedes tormentor","Aedes","tormentor","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",0,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0,"Aedes tormentor","substantial","secondary vegetation-substantial"
